Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Nathan Walker,STL,,,22,0:12:34,0.65,0.87,5.85,18.43,3.9,2.6,5.2,7.0,0:12:10,1.41,0.7,5.64,21.14,4.23,4.23,3.52,,,,,,,F,51,51,50,50,59,95,88,71,85,47,50,52,51,96,90,86,52.2,84.66666666666667,61.94,57.0,90.66666666666669,67.1
Joel Hanley,CGY,,,21,0:16:23,0.0,0.52,2.44,2.62,5.58,2.27,0.0,4.0,0:14:01,0.0,0.0,3.21,1.07,7.49,2.14,0.0,,,,,,,D,19,40,50,23,50,48,77,71,26,14,50,44,50,23,90,71,36.4,65.33333333333333,45.08,36.8,61.333333333333336,44.16
Conor Sheary,NYR,,,24,0:14:38,0.0,0.85,6.15,1.88,2.56,1.02,1.37,7.0,0:12:52,0.0,0.0,5.99,3.99,3.99,1.33,0.67,,,,,,,F,7,50,50,55,31,21,66,37,16,11,50,56,24,51,88,54,38.6,41.333333333333336,39.42,31.4,64.33333333333333,41.28
Trevor van Riemsdyk,WSH,,,17,0:15:02,0.23,0.23,2.35,0.7,4.69,2.35,0.0,4.0,0:15:48,0.0,0.0,0.95,0.0,6.65,1.9,0.0,,,,,,,D,61,18,50,21,50,10,62,72,26,14,50,4,50,4,85,67,40.0,48.0,42.4,28.8,52.0,35.76
Garnet Hathaway,PHI,,,21,0:09:57,0.0,0.0,2.58,21.82,4.02,5.45,1.15,7.0,0:10:03,0.0,0.0,1.71,21.32,2.56,0.0,0.0,,,,,,,F,7,5,50,5,28,97,89,92,16,11,50,4,14,96,71,17,19.0,92.66666666666669,41.1,19.0,61.333333333333336,31.7
Frederic Gaudreau,SEA,,,9,0:14:34,0.0,0.92,3.2,1.37,3.2,0.92,19.22,5.0,0:15:55,0.0,0.75,3.01,0.75,1.51,1.51,18.08,,,,,,,F,7,54,50,10,87,14,79,34,16,49,50,16,86,12,45,57,41.6,42.333333333333336,41.82,43.4,38.0,41.78
Aaron Ekblad,FLA,Bros before Ahos,D,21,0:22:47,0.13,0.63,4.14,3.13,3.64,1.5,0.0,6.0,0:21:55,0.0,0.91,4.11,5.47,3.65,2.74,0.0,21.0,0:02:49,1.01,6.0,0:02:18,0.0,D,42,48,12,65,50,57,38,53,26,66,8,61,50,83,43,78,43.4,49.333333333333336,45.17999999999999,42.2,68.0,49.94
Sam Reinhart,FLA,P Diddlers,C;RW,22,0:21:02,1.68,1.04,8.16,2.72,2.33,0.26,2.85,7.0,0:20:07,2.56,2.98,7.24,1.7,2.56,0.0,0.85,22.0,0:04:08,5.26,7.0,0:03:39,14.09,F,93,60,70,78,45,31,60,15,97,96,94,69,26,24,71,17,69.2,35.333333333333336,59.04,76.4,37.333333333333336,64.68
Leon Draisaitl,EDM,Bar Down Beauties,C;LW,24,0:22:29,1.56,1.56,6.56,1.44,0.78,0.67,24.33,7.0,0:22:48,1.5,2.26,6.01,1.5,1.13,0.75,25.18,24.0,0:03:19,9.02,7.0,0:03:03,5.61,F,91,80,90,61,90,15,11,27,87,90,76,56,91,22,33,40,82.4,17.666666666666668,62.98,80.0,31.666666666666668,65.5
Sam Bennett,FLA,Jagrbombs,C,22,0:16:47,0.81,0.65,7.15,6.99,1.14,3.9,23.23,7.0,0:16:12,1.06,1.06,7.4,6.35,1.06,5.29,25.39,22.0,0:02:49,1.93,7.0,0:02:06,0.0,F,62,38,26,68,90,69,22,84,75,63,10,70,91,68,31,90,56.8,58.333333333333336,57.26,61.8,63.0,62.16
Haydn Fleury,WPG,,,15,0:14:52,0.0,0.0,2.96,5.92,6.99,1.61,0.0,2.0,0:10:32,0.0,0.0,2.85,2.85,17.08,5.69,0.0,,,,,,,D,19,6,50,37,50,84,91,56,26,14,50,37,50,57,99,94,32.4,77.0,45.78,35.4,83.33333333333333,49.78
William Nylander,TOR,Jagrbombs,C;RW,19,0:20:16,1.56,2.96,6.85,0.47,1.56,1.87,2.18,7.0,0:21:19,1.61,1.61,8.84,0.4,2.01,3.22,1.21,19.0,0:03:13,4.9,7.0,0:03:35,4.77,F,91,97,67,64,39,5,36,58,89,80,72,80,31,7,59,79,71.6,33.0,60.01999999999999,70.4,48.333333333333336,63.78
Nikolaj Ehlers,CAR,Dan's Dazzling Team,LW;RW,22,0:16:21,0.67,1.67,9.67,1.0,0.67,1.0,1.0,7.0,0:16:24,1.04,1.57,7.31,0.0,0.52,0.0,0.52,22.0,0:03:09,4.33,7.0,0:03:19,5.15,F,52,83,61,88,26,10,9,37,74,79,74,69,22,3,14,17,62.0,18.666666666666668,49.0,63.6,11.333333333333334,47.92
Kevin Fiala,L.A,Autodraft Anomalies,LW,23,0:19:09,1.23,0.95,9.54,1.5,1.36,1.36,0.14,7.0,0:20:17,0.84,0.84,6.76,0.84,1.69,0.84,0.0,23.0,0:03:45,4.85,7.0,0:04:04,2.1,F,82,55,67,87,15,16,29,46,66,53,47,64,14,13,51,42,61.2,30.33333333333333,51.94,48.8,35.333333333333336,44.76
Dylan Larkin,DET,Jagrbombs,C,23,0:20:42,1.64,1.51,9.83,1.13,1.26,2.77,34.02,7.0,0:21:25,1.6,0.8,10.8,1.2,1.2,4.8,35.6,23.0,0:03:47,3.44,7.0,0:03:34,0.0,F,92,79,50,88,94,11,26,73,89,51,10,89,94,17,36,89,80.6,36.66666666666666,67.41999999999999,66.6,47.333333333333336,60.81999999999999
Sonny Milano,WSH,,,12,0:10:07,1.48,0.49,9.39,1.98,0.99,0.99,1.48,4.0,0:08:27,3.55,1.78,8.88,1.78,0.0,0.0,0.0,12.0,0:01:16,0.0,,,,F,89,28,1,86,32,22,17,36,99,83,50,80,14,25,3,17,47.2,25.0,40.54,65.2,15.0,50.14
Travis Sanheim,PHI,,,21,0:25:26,0.22,0.56,3.26,1.8,4.49,0.9,0.0,7.0,0:24:09,0.35,0.35,3.55,1.42,3.55,0.0,0.0,,,,,,,D,59,43,50,44,50,32,58,34,70,34,50,51,50,31,41,14,49.2,41.333333333333336,46.84,51.0,28.666666666666668,44.3
Alex Tuch,BUF,Bros before Ahos,RW,22,0:18:30,1.18,1.92,7.37,2.65,3.24,4.86,1.18,7.0,0:17:20,0.99,2.47,7.41,5.44,1.98,0.99,1.98,22.0,0:01:55,2.84,7.0,0:01:38,10.47,F,81,88,41,70,29,30,80,90,72,92,90,70,39,63,58,46,61.8,66.66666666666667,63.26,72.6,55.66666666666666,67.52
Tony DeAngelo,NYI,,,23,0:17:21,0.15,1.05,6.16,1.8,2.86,3.76,0.0,7.0,0:17:15,0.0,1.49,4.47,0.99,0.99,9.44,0.0,23.0,0:01:48,0.0,7.0,0:01:29,0.0,D,46,75,2,90,50,32,19,89,26,85,8,67,50,21,2,98,52.6,46.66666666666666,50.82,47.2,40.333333333333336,45.14
Nick Schmaltz,UTA,Bros before Ahos,C;RW,23,0:19:29,1.34,1.61,7.76,0.8,1.74,0.54,6.16,7.0,0:18:40,0.46,0.92,3.67,1.38,2.3,0.0,8.72,23.0,0:03:14,4.82,7.0,0:02:13,0.0,F,86,81,66,74,64,8,42,23,45,57,10,25,72,20,66,17,74.2,24.33333333333333,59.24,41.8,34.333333333333336,39.56
Kasperi Kapanen,EDM,,,6,0:12:17,0.0,1.63,3.26,13.02,3.26,0.0,0.0,,,,,,,,,,,,,,,,F,7,82,50,11,12,89,80,8,50,50,50,50,50,50,50,50,32.4,59.0,40.38,50.0,50.0,50.0
Jared McCann,SEA,,,5,0:17:17,2.08,0.69,9.72,4.86,2.78,0.0,1.39,,,,,,,,,,,,,,,,F,97,40,50,88,31,54,71,8,50,50,50,50,50,50,50,50,61.2,44.333333333333336,56.14,50.0,50.0,50.0
David Pastrnak,BOS,Jagrbombs,RW,24,0:20:09,1.36,2.23,10.54,4.59,0.99,1.74,0.12,7.0,0:20:49,1.23,2.88,10.29,3.29,1.65,0.82,0.41,24.0,0:04:15,7.64,7.0,0:04:34,9.37,F,87,92,85,91,14,52,17,55,80,95,88,87,20,44,49,41,73.8,41.333333333333336,64.06,74.0,44.66666666666666,65.19999999999999
Adrian Kempe,L.A,Sask Squatches,RW,23,0:19:38,0.93,1.73,10.1,6.11,1.86,2.13,1.59,7.0,0:19:47,0.43,0.87,11.26,5.2,2.17,1.73,1.3,23.0,0:03:43,3.51,7.0,0:04:09,0.0,F,69,84,51,90,33,64,46,63,43,55,10,90,32,61,63,61,65.4,57.66666666666666,63.08,46.0,61.66666666666666,50.7
Ivan Barbashev,VGK,Sask Squatches,LW,22,0:15:45,1.38,1.9,5.54,5.89,1.38,0.35,0.35,7.0,0:15:30,0.55,1.11,2.76,5.53,2.21,0.0,1.11,,,,,,,F,87,88,50,46,18,62,30,18,50,65,50,13,29,63,64,17,57.8,36.66666666666666,51.46,41.4,48.0,43.38
Marcus Pettersson,VAN,,,23,0:20:47,0.13,0.38,2.01,1.63,4.77,3.14,0.0,7.0,0:20:50,0.41,0.0,1.64,1.23,3.29,2.47,0.0,,,,,,,D,42,29,50,14,50,28,64,83,75,14,50,12,50,27,36,75,37.0,58.333333333333336,43.4,40.2,46.0,41.94
Brandon Montour,SEA,Trocheck Backcheck Paycheque,D,18,0:22:19,0.6,1.19,6.27,2.54,4.48,1.64,0.0,7.0,0:21:34,0.4,0.79,4.37,1.99,4.37,2.38,0.0,18.0,0:01:48,5.52,7.0,0:01:34,5.45,D,96,81,73,91,50,46,58,57,74,60,71,65,50,42,57,74,78.2,53.66666666666666,70.84,64.0,57.66666666666666,62.1
Ryan Donato,CHI,,,22,0:15:32,1.23,0.88,7.19,4.74,0.7,1.75,8.25,7.0,0:15:43,0.54,0.54,5.99,4.9,0.0,1.09,11.99,22.0,0:01:16,2.15,,,,F,82,51,29,68,71,53,10,55,50,38,50,56,79,59,3,48,60.2,39.333333333333336,53.94,54.6,36.66666666666666,49.22
Christian Dvorak,PHI,,,21,0:16:59,1.01,1.34,6.05,2.02,1.51,1.34,21.68,7.0,0:16:58,1.52,2.02,5.56,1.52,0.51,1.01,21.72,,,,,,,F,73,73,50,53,89,22,34,46,87,87,50,51,89,22,14,46,67.6,34.0,57.52,72.8,27.33333333333333,59.16
Justin Kirkland,CGY,,,9,0:09:34,0.0,0.7,3.48,9.06,2.09,0.0,25.08,,,,,,,,,,,,,,,,F,7,41,50,14,91,79,54,8,50,50,50,50,50,50,50,50,40.6,47.0,42.52,50.0,50.0,50.0
Juho Lammikko,N.J,,,10,0:10:22,0.0,0.0,4.62,8.67,4.62,0.0,20.8,4.0,0:10:25,0.0,0.0,1.44,12.95,2.88,0.0,23.02,,,,,,,F,7,5,50,31,88,78,93,8,16,11,50,3,90,89,76,17,36.2,59.66666666666666,43.24,34.0,60.66666666666666,42.0
Warren Foegele,L.A,,,18,0:13:42,0.97,0.0,5.35,4.38,0.73,1.95,0.73,7.0,0:14:32,1.77,0.0,4.72,3.54,1.18,1.18,0.0,,,,,,,F,71,5,50,42,23,50,10,60,91,11,50,40,14,46,35,50,38.2,40.0,38.74,41.2,43.66666666666666,41.94
Brayden Point,T.B,Boats and Ahos,C;IR+,21,0:18:51,0.45,1.21,6.66,0.45,1.21,0.91,15.9,6.0,0:18:34,0.0,1.08,7.0,0.0,0.54,1.08,16.7,21.0,0:04:09,2.06,6.0,0:04:12,0.0,F,35,68,28,62,84,5,24,34,16,64,10,66,85,3,15,48,55.4,21.0,45.07999999999999,48.2,22.0,40.34
Jake Walman,EDM,The Epstein Islanders,D;IR+,17,0:20:07,0.53,1.23,4.03,1.23,5.44,1.4,0.0,6.0,0:19:39,0.0,0.0,3.56,0.0,4.07,1.02,0.0,,,,,,,D,93,82,50,63,50,20,75,50,26,14,50,51,50,4,51,47,67.6,48.333333333333336,61.81999999999999,38.2,34.0,36.94
Michael Amadio,OTT,,,22,0:15:08,1.08,0.54,5.04,6.12,2.7,0.72,0.54,7.0,0:15:54,0.54,1.08,5.92,5.39,1.08,1.08,0.0,,,,,,,F,77,31,50,37,20,64,70,28,50,64,50,55,14,62,32,48,43.0,54.0,46.3,46.6,47.333333333333336,46.82
Devon Toews,COL,,,22,0:23:01,0.0,0.83,3.2,1.07,3.55,0.95,0.0,7.0,0:22:58,0.0,0.37,2.98,2.24,5.6,1.49,0.0,22.0,0:01:12,0.0,7.0,0:01:27,0.0,D,19,62,2,43,50,17,36,35,26,36,8,39,50,47,75,59,35.2,29.33333333333333,33.44,31.8,60.333333333333336,40.36
Viktor Arvidsson,BOS,,,20,0:14:32,1.24,0.83,10.73,1.65,2.27,1.24,1.24,3.0,0:15:21,1.3,1.3,10.42,0.0,3.91,0.0,1.3,20.0,0:02:25,2.48,3.0,0:05:14,7.64,F,83,48,35,92,29,18,59,43,82,71,84,87,32,3,88,17,57.4,40.0,52.18,71.2,36.0,60.63999999999999
Sam Lafferty,CHI,,,10,0:09:01,0.67,0.0,1.33,6.65,0.67,9.31,2.66,7.0,0:09:33,0.9,0.0,1.8,4.49,0.9,8.98,3.59,,,,,,,F,52,5,50,1,43,67,9,98,69,11,50,4,51,55,26,97,30.2,58.0,38.53999999999999,37.0,59.333333333333336,43.7
Danton Heinen,PIT,,,6,0:11:40,0.0,0.0,6.85,5.14,5.99,1.71,1.71,6.0,0:11:40,0.0,0.0,6.85,5.14,5.99,1.71,1.71,,,,,,,F,7,5,50,64,35,57,97,55,16,11,50,65,36,60,96,61,32.2,69.66666666666667,43.44,35.6,72.33333333333333,46.62
Michael Bunting,NSH,,,22,0:14:46,0.74,1.29,5.17,1.48,1.11,1.11,0.55,7.0,0:15:39,0.0,1.1,4.38,1.64,0.0,0.0,0.0,22.0,0:02:26,4.47,7.0,0:02:59,5.72,F,57,71,63,40,20,16,21,40,16,64,77,35,14,23,3,17,50.2,25.666666666666668,42.84,41.2,14.333333333333334,33.14
Gustav Forsling,FLA,,,22,0:22:03,0.12,1.36,3.58,2.22,3.09,0.74,0.0,7.0,0:21:37,0.4,1.98,3.17,0.79,3.57,1.59,0.0,,,,,,,D,40,86,50,52,50,40,25,28,74,92,50,43,50,17,41,61,55.6,31.0,48.22,61.8,39.66666666666666,55.16
Dakota Joshua,TOR,,,22,0:12:20,0.44,0.66,4.2,15.24,3.98,3.09,0.44,7.0,0:12:19,0.0,0.0,2.09,13.92,3.48,8.35,0.7,,,,,,,F,35,38,50,24,19,92,89,77,16,11,50,7,24,90,84,96,33.2,86.0,49.040000000000006,21.6,90.0,42.12
Sammy Blais,TOR,,,8,0:08:17,0.91,1.81,6.34,25.35,4.53,3.62,0.0,5.0,0:07:17,0.0,1.65,4.94,27.97,3.29,3.29,0.0,,,,,,,F,68,86,50,58,12,98,93,82,16,81,50,43,14,98,82,80,54.8,91.0,65.66,40.8,86.66666666666667,54.56
Victor Olofsson,COL,,,22,0:14:15,1.15,1.72,9.95,0.96,1.15,0.77,0.0,7.0,0:14:36,0.59,0.59,5.28,1.17,1.76,1.17,0.0,22.0,0:03:34,4.58,7.0,0:03:39,2.34,F,80,84,64,89,12,9,22,30,53,41,50,47,14,17,53,50,65.8,20.33333333333333,52.16,41.0,40.0,40.7
Jake Evans,MTL,,,21,0:15:44,0.54,0.73,4.36,4.9,3.09,2.18,27.59,7.0,0:14:55,0.57,1.72,4.02,5.17,0.57,1.15,20.68,,,,,,,F,42,43,50,26,92,55,77,64,52,82,50,30,88,61,16,50,50.6,65.33333333333333,55.02,60.4,42.333333333333336,54.98
Jake Middleton,MIN,,,21,0:18:05,0.0,0.63,2.84,4.74,5.37,4.11,0.0,5.0,0:18:01,0.0,2.0,2.66,2.66,3.33,0.0,0.0,,,,,,,D,19,48,50,33,50,76,74,91,26,93,50,32,50,54,36,14,40.0,80.33333333333333,52.1,50.2,34.666666666666664,45.54
Hayden Hodgson,OTT,,,6,0:06:27,0.0,0.0,3.1,27.88,0.0,10.84,0.0,6.0,0:06:27,0.0,0.0,3.1,27.88,0.0,10.84,0.0,,,,,,,F,7,5,50,9,12,98,1,99,16,11,50,17,14,98,3,98,16.6,66.0,31.42,21.6,66.33333333333333,35.02
Darren Raddysh,T.B,Autodraft Anomalies,D,16,0:17:53,0.42,1.47,6.08,2.31,2.31,1.89,0.0,7.0,0:22:42,0.38,1.89,5.66,2.26,2.26,2.64,0.0,16.0,0:02:42,4.15,7.0,0:04:01,6.4,D,86,89,60,90,50,42,9,63,72,91,76,81,50,47,15,77,75.0,38.0,63.9,74.0,46.333333333333336,65.7
Andrew Mangiapane,EDM,,,24,0:14:47,0.68,0.68,4.22,3.21,1.86,0.34,0.17,7.0,0:12:40,0.0,1.35,5.41,2.7,0.0,1.35,0.68,,,,,,,F,53,40,50,24,15,37,46,17,16,73,50,49,24,37,3,54,36.4,33.333333333333336,35.48,42.4,31.33333333333333,39.08
Frank Vatrano,ANA,,,22,0:12:17,0.44,0.22,8.2,10.64,3.55,3.1,0.89,7.0,0:12:43,0.0,0.0,7.41,6.74,4.72,3.37,0.0,,,,,,,F,35,14,50,78,25,84,84,77,16,11,50,70,14,70,93,81,40.4,81.66666666666667,52.78,32.2,81.33333333333333,46.94
Noah Hanifin,VGK,Dan's Dazzling Team,D,12,0:22:55,0.22,0.65,6.98,1.53,4.36,0.44,0.0,7.0,0:22:24,0.38,0.38,6.12,1.15,5.74,0.76,0.0,12.0,0:01:20,3.72,,,,D,59,50,55,94,50,26,55,18,72,36,50,84,50,25,76,39,61.6,33.0,53.02,58.4,46.66666666666666,54.88
Rasmus Andersson,CGY,Sask Squatches,D,24,0:24:24,0.51,1.13,5.53,1.23,4.3,2.05,0.0,7.0,0:25:20,1.01,2.71,5.75,0.68,5.07,1.35,0.0,24.0,0:02:33,4.88,7.0,0:03:25,7.49,D,92,78,68,85,50,20,54,67,98,97,80,81,50,15,68,55,74.6,47.0,66.32,81.2,46.0,70.64
Kyle Connor,WPG,robert's Fabulous Team,LW,21,0:20:34,1.53,1.94,10.55,1.25,0.28,0.83,0.0,7.0,0:21:06,1.22,2.03,9.75,1.22,0.0,0.81,0.0,21.0,0:03:11,5.37,7.0,0:02:55,8.78,F,91,88,71,91,12,13,3,32,80,88,87,85,14,18,3,41,70.6,16.0,54.21999999999999,70.8,20.666666666666668,55.76
Jonas Siegenthaler,N.J,,,22,0:19:45,0.0,0.28,1.79,3.86,5.8,1.38,0.0,7.0,0:20:01,0.0,0.0,2.57,5.14,5.14,0.86,0.0,,,,,,,D,19,21,50,10,50,67,80,49,26,14,50,31,50,81,69,42,30.0,65.33333333333333,40.6,34.2,64.0,43.14
Pavel Zacha,BOS,Bar Down Beauties,C;LW,24,0:17:54,0.7,1.67,5.3,3.63,1.67,2.51,20.66,7.0,0:18:26,0.46,0.93,6.04,3.25,1.86,1.86,26.95,24.0,0:03:30,7.13,7.0,0:03:50,6.7,F,54,83,83,42,88,42,40,69,45,57,81,56,91,43,55,63,70.0,50.333333333333336,64.1,66.0,53.66666666666666,62.3
Connor McDavid,EDM,Sask Squatches,C,24,0:23:20,1.07,2.46,7.71,0.86,0.64,1.07,12.85,7.0,0:23:16,1.1,2.21,6.63,1.84,0.74,0.74,12.52,24.0,0:03:19,9.78,7.0,0:02:56,5.83,F,76,95,92,74,80,8,8,39,76,90,77,63,80,26,21,39,83.4,18.33333333333333,63.88,77.2,28.666666666666668,62.64
Jack Eichel,VGK,Dan's Dazzling Team,C,22,0:21:02,1.3,2.59,11.8,0.91,1.69,0.26,22.43,7.0,0:20:56,0.82,2.46,11.46,1.23,0.82,0.82,18.41,22.0,0:04:09,7.88,7.0,0:03:49,4.47,F,85,96,86,95,89,9,41,15,65,92,70,91,86,18,23,41,90.2,21.666666666666668,69.64,80.8,27.33333333333333,64.75999999999999
Vince Dunn,SEA,Hughes your daddy,D,22,0:22:45,0.36,1.08,6.11,0.96,2.28,1.68,0.0,7.0,0:21:24,0.4,0.8,4.0,2.0,2.0,2.4,0.0,22.0,0:02:55,4.65,7.0,0:02:23,3.58,D,80,76,66,90,50,14,9,58,74,61,58,59,50,43,11,74,72.4,27.0,58.78,60.4,42.66666666666666,55.07999999999999
Jordan Greenway,BUF,,,11,0:14:36,0.37,0.75,4.11,4.85,1.87,4.85,2.61,6.0,0:14:43,0.68,0.68,2.72,1.36,2.72,1.36,2.04,,,,,,,F,29,44,50,23,43,54,47,90,58,46,50,13,39,20,74,54,37.8,63.66666666666666,45.56,41.2,49.333333333333336,43.64
Timo Meier,N.J,Trocheck Backcheck Paycheque,LW;RW,22,0:18:20,1.04,1.49,10.26,5.8,1.93,1.49,2.23,7.0,0:19:57,1.29,1.29,9.45,5.16,1.72,0.0,1.29,22.0,0:02:14,7.31,7.0,0:03:00,5.69,F,75,78,84,90,40,62,49,49,82,71,77,83,31,61,51,17,73.4,53.333333333333336,67.38,68.8,43.0,61.06
Erik Cernak,T.B,,,19,0:19:19,0.0,0.65,2.12,6.54,7.03,3.43,0.0,4.0,0:19:41,0.0,1.52,2.28,6.09,6.09,3.05,0.0,,,,,,,D,19,50,50,16,50,88,91,86,26,85,50,24,50,86,80,82,37.0,88.33333333333333,52.39999999999999,47.0,82.66666666666667,57.7
Mikko Rantanen,DAL,Hughes your daddy,LW;RW,22,0:20:38,1.32,2.38,7.66,2.38,1.72,7.53,1.85,7.0,0:18:16,0.94,2.34,8.91,1.88,1.41,19.22,1.88,22.0,0:04:14,9.64,7.0,0:03:37,7.1,F,85,94,91,73,36,27,42,96,70,91,82,80,38,27,42,99,75.8,55.0,69.56,72.2,56.0,67.34
A.J. Greer,FLA,,,22,0:09:52,1.66,0.83,6.36,19.07,1.66,10.78,0.55,7.0,0:11:47,2.18,0.73,10.9,13.8,1.45,14.53,0.0,,,,,,,F,93,48,50,58,20,95,40,99,95,48,50,89,14,90,44,99,53.8,78.0,61.06,59.2,77.66666666666667,64.74
Jansen Harkins,ANA,,,12,0:09:05,1.1,0.0,3.85,23.09,3.85,3.3,23.64,6.0,0:08:51,1.13,0.0,3.39,27.08,4.51,4.51,28.21,,,,,,,F,77,5,50,19,90,97,87,79,77,11,50,21,92,98,92,87,48.2,87.66666666666667,60.040000000000006,50.2,92.33333333333331,62.84
Sebastian Aho,CAR,Boats and Ahos,C,22,0:20:07,1.08,1.76,7.99,3.25,1.08,1.08,23.44,7.0,0:20:10,0.85,1.27,9.35,2.12,0.42,1.7,24.21,22.0,0:03:07,4.35,7.0,0:03:07,2.74,F,77,85,61,76,90,38,20,39,66,70,55,83,90,30,12,61,77.8,32.333333333333336,64.16,72.8,34.333333333333336,61.25999999999999
Keegan Kolesar,VGK,,,22,0:10:48,0.0,0.76,4.79,15.14,4.04,3.53,0.76,7.0,0:11:01,0.0,0.78,6.22,13.99,1.55,3.89,1.55,,,,,,,F,7,44,50,33,23,92,89,81,16,51,50,58,34,90,47,84,31.4,87.33333333333333,48.17999999999999,41.8,73.66666666666667,51.36
Tommy Novak,PIT,,,21,0:12:55,0.44,1.11,6.41,1.11,1.77,1.33,4.42,7.0,0:14:43,0.58,0.58,5.82,0.58,1.75,1.16,3.49,,,,,,,F,35,63,50,58,55,11,43,45,52,40,50,54,51,9,52,50,52.2,33.0,46.44,49.4,37.0,45.68
Travis Konecny,PHI,Trocheck Backcheck Paycheque,LW;RW,21,0:19:13,0.74,1.78,6.84,4.9,2.23,2.23,1.19,7.0,0:19:32,0.0,2.19,4.82,4.39,2.19,1.75,1.75,21.0,0:02:12,3.88,7.0,0:01:45,4.88,F,57,85,56,64,29,55,58,65,16,90,72,41,36,54,63,62,58.2,59.333333333333336,58.540000000000006,51.0,59.66666666666666,53.6
Dylan Strome,WSH,Dan's Dazzling Team,C,21,0:18:05,0.79,2.37,6.0,1.11,1.58,1.26,32.7,7.0,0:19:12,0.0,2.23,3.12,1.34,2.23,0.89,29.45,21.0,0:03:23,5.06,7.0,0:02:57,5.78,F,61,94,69,53,93,11,37,44,16,90,77,18,92,19,64,43,74.0,30.666666666666668,61.0,58.6,42.0,53.62
Brandon Carlo,TOR,,,18,0:20:03,0.0,0.33,3.82,1.99,5.65,1.0,0.0,3.0,0:20:08,0.0,0.0,0.99,3.97,5.96,0.0,0.0,,,,,,,D,19,25,50,58,50,36,78,37,26,14,50,4,50,71,79,14,40.4,50.333333333333336,43.38,28.8,54.66666666666666,36.56
Brock Boeser,VAN,Bar Down Beauties,LW;RW,21,0:18:31,1.23,0.92,7.71,1.85,0.92,0.0,3.08,7.0,0:19:06,0.45,1.35,8.08,1.79,0.9,0.0,3.59,21.0,0:03:52,3.68,7.0,0:04:07,6.22,F,82,54,53,74,47,20,15,8,44,73,79,75,51,25,26,17,62.0,14.333333333333334,47.7,64.4,22.666666666666668,51.88
Mathew Barzal,NYI,robert's Fabulous Team,C;RW,22,0:21:03,0.78,1.43,7.25,1.17,2.07,2.07,8.29,7.0,0:22:10,0.77,0.77,10.05,1.55,1.55,0.77,10.05,22.0,0:03:58,2.06,7.0,0:03:51,0.0,F,60,76,28,69,71,12,53,62,63,50,10,86,75,22,47,40,60.8,42.333333333333336,55.26,56.8,36.333333333333336,50.66
Roope Hintz,DAL,P Diddlers,C,17,0:18:09,0.97,2.33,9.53,2.92,1.17,0.39,27.6,7.0,0:17:25,0.98,2.46,7.87,3.93,0.49,0.0,24.1,17.0,0:03:27,8.17,7.0,0:03:19,5.15,F,71,94,87,87,92,34,23,19,72,92,74,74,90,50,13,17,86.2,25.33333333333333,67.94,80.4,26.666666666666668,64.28
Parker Wotherspoon,PIT,,,21,0:20:58,0.27,0.68,2.72,4.09,4.09,3.0,0.0,7.0,0:20:07,0.43,0.43,2.56,4.69,3.41,0.85,0.0,,,,,,,D,68,52,50,30,50,69,49,82,77,40,50,30,50,78,38,42,50.0,66.66666666666667,55.0,49.4,52.66666666666666,50.38
Caleb Jones,PIT,,,7,0:17:10,0.0,0.5,2.5,4.99,7.49,0.0,0.0,,,,,,,,,,,,,,,,D,19,38,50,25,50,78,93,6,50,50,50,50,50,50,50,50,36.4,59.0,43.17999999999999,50.0,50.0,50.0
Noah Juulsen,PHI,,,19,0:13:40,0.0,0.46,2.54,8.32,2.77,0.92,0.0,5.0,0:15:04,0.0,0.8,3.19,9.56,1.59,1.59,0.0,,,,,,,D,19,35,50,26,50,93,18,34,26,61,50,44,50,95,6,61,36.0,48.333333333333336,39.7,46.2,54.0,48.540000000000006
Jack Roslovic,EDM,Bros before Ahos,C;RW,22,0:17:36,1.39,1.24,7.74,1.08,0.93,1.24,4.18,,,,,,,,,,22.0,0:01:26,7.53,7.0,0:02:20,3.65,F,87,69,85,74,54,11,15,43,50,50,63,50,50,50,50,50,73.8,23.0,58.56,52.6,50.0,51.82
Zach Werenski,CBJ,Autodraft Anomalies,D;IR+,23,0:26:25,0.69,1.38,8.78,1.48,3.26,0.0,0.0,7.0,0:25:42,1.0,2.33,10.67,1.67,2.67,0.0,0.0,23.0,0:02:58,5.27,7.0,0:02:17,11.23,D,98,87,71,98,50,25,29,6,98,95,89,98,50,36,23,14,80.8,20.0,62.56,86.0,24.33333333333333,67.5
