Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Quinton Byfield,L.A,R,13,00:19:55,0.46,1.85,7.18,3.24,1.16,1.85,22.7,7.0,00:20:39,0.0,1.66,6.22,2.07,0.41,0.0,25.31,13.0,00:02:46,4.99,7.0,00:03:13,2.65
Alexander Holtz,VGK,R,6,00:11:56,0.0,0.0,10.05,1.67,2.51,3.35,0.0,6.0,00:11:56,0.0,0.0,10.05,1.67,2.51,3.35,0.0,,,,,,
Emil Andrae,PHI,D,2,00:12:43,0.0,0.0,2.36,2.36,0.0,0.0,0.0,1.0,00:15:06,0.0,0.0,0.0,3.97,0.0,0.0,0.0,,,,,,
Donovan Sebrango,"FLA, OTT",D,3,00:15:27,0.0,0.0,3.88,2.59,1.29,6.47,0.0,,,,,,,,,,,,,,,
Jamie Drysdale,PHI,D,12,00:21:42,0.23,0.69,2.76,0.69,4.14,3.68,0.0,7.0,00:20:52,0.41,0.41,4.1,0.41,4.93,5.75,0.0,12.0,00:02:30,0.0,7.0,00:02:05,0.0
Mavrik Bourque,DAL,C,12,00:14:53,0.34,0.67,6.71,2.01,3.02,0.67,0.34,7.0,00:16:16,0.0,0.53,7.37,2.63,3.69,1.05,0.53,12.0,00:01:13,8.21,,,
Luke Evangelista,NSH,R,12,00:13:55,0.36,1.8,8.26,0.36,1.08,0.72,0.0,7.0,00:13:43,0.62,1.25,8.75,0.0,0.62,1.25,0.0,12.0,00:01:56,5.15,7.0,00:01:39,5.18
Hendrix Lapierre,WSH,C,11,00:10:44,0.0,1.02,6.1,5.59,1.02,2.03,9.65,7.0,00:11:14,0.0,1.53,9.15,2.29,0.0,3.05,8.39,,,,,,
Alex Laferriere,L.A,R,13,00:15:55,0.87,0.87,8.11,8.69,2.61,1.16,5.79,7.0,00:17:06,1.5,1.5,8.02,6.51,3.01,0.0,6.01,13.0,00:01:12,0.0,,,
Will Cuylle,NYR,L,13,00:17:24,0.53,1.06,8.75,12.2,2.92,3.18,2.39,7.0,00:17:33,0.49,1.95,7.81,12.69,2.93,2.93,3.42,13.0,00:01:09,4.0,,,
Tyson Foerster,PHI,R,11,00:18:18,1.19,0.89,5.66,2.68,2.09,3.58,0.3,6.0,00:18:51,1.59,0.0,4.24,3.71,3.18,5.3,0.53,11.0,00:02:36,4.18,6.0,00:02:45,7.24
Shakir Mukhamadullin,S.J,D,4,00:16:18,0.0,2.76,3.68,2.76,3.68,3.68,0.0,3.0,00:17:29,0.0,1.14,4.57,3.43,3.43,0.0,0.0,,,,,,
Landon Slaggert,CHI,L,5,00:09:57,0.0,0.0,3.61,9.64,3.61,2.41,0.0,5.0,00:09:57,0.0,0.0,3.61,9.64,3.61,2.41,0.0,,,,,,
JJ Peterka,UTA,R,12,00:16:18,1.23,1.84,6.74,0.61,1.23,1.23,0.31,7.0,00:15:56,1.08,2.69,6.45,0.54,1.61,2.15,0.54,12.0,00:01:42,0.0,,,
Wyatt Kaiser,CHI,D,12,00:19:44,0.0,0.51,2.53,3.04,1.77,2.53,0.0,7.0,00:19:32,0.0,0.44,2.19,1.75,1.32,2.63,0.0,,,,,,
Marat Khusnutdinov,BOS,C,9,00:11:54,0.56,0.56,5.6,1.12,2.24,2.24,3.36,4.0,00:13:28,1.11,0.0,3.34,1.11,4.45,2.22,6.67,9.0,00:01:15,0.0,,,
Ian Moore,ANA,D,5,00:12:12,0.0,0.0,4.92,0.98,0.98,1.97,0.0,5.0,00:12:12,0.0,0.0,4.92,0.98,0.98,1.97,0.0,,,,,,
Gage Goncalves,T.B,C,12,00:11:55,0.0,1.68,2.94,5.45,3.77,0.84,0.0,7.0,00:11:00,0.0,0.78,4.67,5.45,2.34,0.0,0.0,12.0,00:01:15,3.96,7.0,00:01:30,5.71
Ethan Cardwell,S.J,R,1,00:15:04,0.0,0.0,3.98,3.98,0.0,0.0,0.0,1.0,00:15:04,0.0,0.0,3.98,3.98,0.0,0.0,0.0,,,,,,
Artem Zub,OTT,D,13,00:19:07,0.48,1.69,4.83,4.58,4.1,1.45,0.0,7.0,00:19:19,0.44,2.22,3.11,3.55,3.55,0.89,0.0,,,,,,
Bobby McMann,TOR,C,12,00:15:24,0.65,0.32,6.49,12.01,1.95,1.3,0.65,7.0,00:15:37,0.0,0.0,5.49,8.23,0.55,1.1,1.1,12.0,00:01:04,0.0,,,
Jeff Malott,L.A,L,11,00:07:36,1.43,0.0,4.3,22.94,1.43,16.49,0.72,5.0,00:07:42,1.56,0.0,1.56,18.68,1.56,17.12,0.0,,,,,,
Matt Rempe,NYR,C,9,00:09:48,0.68,0.0,5.44,20.39,1.36,4.76,1.36,3.0,00:06:28,0.0,0.0,6.19,24.74,0.0,21.65,0.0,,,,,,
Ilya Solovyov,COL,D,9,00:11:33,0.0,0.0,5.19,6.35,8.65,2.31,0.0,5.0,00:10:38,0.0,0.0,5.64,9.02,7.89,4.51,0.0,,,,,,
Yegor Chinakhov,CBJ,R,8,00:10:11,1.47,1.47,11.04,4.42,1.47,0.0,0.0,6.0,00:10:57,1.83,1.83,12.78,4.56,0.0,0.0,0.0,,,,,,
Emil Heineman,NYI,L,12,00:14:23,1.74,0.7,9.04,16.68,1.39,2.09,0.7,7.0,00:15:07,1.7,0.57,10.2,15.3,1.13,1.13,0.57,12.0,00:01:38,3.05,7.0,00:02:12,3.9
Adam Wilsby,NSH,D,11,00:17:48,0.0,0.61,3.37,1.23,2.14,3.06,0.0,5.0,00:17:46,0.0,0.0,5.4,0.68,2.7,4.05,0.0,,,,,,
Nils Aman,VAN,C,2,00:08:39,0.0,0.0,3.46,6.93,3.46,0.0,3.46,2.0,00:08:39,0.0,0.0,3.46,6.93,3.46,0.0,3.46,,,,,,
Mason Lohrei,BOS,D,11,00:18:06,0.3,1.51,2.71,1.51,4.22,0.0,0.0,4.0,00:17:40,0.85,2.55,2.55,1.7,2.55,0.0,0.0,11.0,00:01:47,3.05,,,
Matthew Kessel,STL,D,4,00:09:23,0.0,0.0,3.2,0.0,1.6,6.39,0.0,3.0,00:09:27,0.0,0.0,2.12,0.0,2.12,8.46,0.0,,,,,,
Josh Dunne,BUF,C,6,00:09:48,1.02,0.0,6.12,9.18,1.02,4.08,1.02,5.0,00:10:29,1.14,0.0,6.87,8.01,1.14,4.58,1.14,,,,,,
Daniil Miromanov,CGY,D,1,00:17:49,0.0,0.0,0.0,0.0,6.74,0.0,0.0,,,,,,,,,,,,,,,
J.J. Moser,T.B,D,10,00:21:06,0.28,0.28,4.26,3.13,2.56,1.14,0.0,7.0,00:19:59,0.0,0.0,4.72,3.0,3.43,1.72,0.0,,,,,,
Josh Doan,BUF,R,12,00:15:08,1.32,1.65,11.89,3.96,0.99,0.66,0.66,7.0,00:15:25,1.11,1.11,10.01,2.78,1.67,0.0,0.56,12.0,00:03:09,4.76,7.0,00:03:35,0.0
Kent Johnson,CBJ,C,12,00:14:58,0.67,0.67,7.68,0.33,2.0,0.0,0.0,7.0,00:14:47,0.58,1.16,6.95,0.0,2.9,0.0,0.0,12.0,00:02:44,0.0,7.0,00:02:39,0.0
Matty Beniers,SEA,C,11,00:19:59,0.27,1.36,5.46,1.91,2.46,0.55,19.37,7.0,00:20:14,0.0,1.27,4.23,1.27,2.54,0.85,18.21,11.0,00:02:52,3.79,7.0,00:02:42,3.16
William Eklund,S.J,L,12,00:19:49,1.26,1.51,7.82,2.02,2.52,0.5,0.0,6.0,00:21:24,1.87,2.34,7.47,1.4,2.8,0.93,0.0,12.0,00:03:30,7.12,6.0,00:03:36,11.08
Owen Power,BUF,D,11,00:21:31,0.25,1.01,4.31,2.03,2.28,0.51,0.0,7.0,00:20:33,0.0,1.25,4.17,1.25,2.09,0.0,0.0,11.0,00:01:40,0.0,7.0,00:01:53,0.0
Matt Coronato,CGY,R,13,00:16:39,0.83,0.55,6.65,0.55,1.11,1.66,0.83,6.0,00:15:48,0.63,0.63,6.32,0.63,1.26,2.53,1.26,13.0,00:04:06,2.25,6.0,00:03:45,2.66
Luke Hughes,N.J,D,13,00:21:18,0.0,1.52,4.98,1.52,2.38,3.46,0.0,7.0,00:22:07,0.0,0.77,4.26,1.16,3.1,3.1,0.0,13.0,00:01:38,2.8,,,
Aatu Raty,VAN,C,11,00:12:46,0.0,1.71,2.56,13.67,1.71,1.71,34.17,7.0,00:13:37,0.0,1.89,3.15,11.95,2.52,1.26,36.49,,,,,,
Dylan Guenther,UTA,R,12,00:18:19,1.36,1.91,11.19,3.27,1.36,1.64,1.09,7.0,00:17:30,1.47,2.45,10.29,2.94,0.98,1.96,0.49,12.0,00:04:02,3.7,7.0,00:03:40,4.67
Logan Stankoven,CAR,C,11,00:15:54,1.37,1.03,7.55,1.37,1.03,1.37,24.7,7.0,00:15:28,1.66,0.55,6.64,1.66,1.11,1.11,24.91,11.0,00:01:43,0.0,,,
Colton Dach,CHI,C,12,00:13:42,0.36,0.73,5.47,18.96,2.55,2.92,2.92,7.0,00:12:57,0.66,0.0,7.28,16.54,3.31,3.97,2.65,12.0,00:01:23,3.6,,,
