Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Brock Faber,MIN,D,20,0 days 00:23:55.650000,0.38,0.75,5.64,0.88,4.76,0.25,0.0,7.0,0 days 00:25:28.428571428,0.67,0.67,3.36,0.67,5.38,0.67,0.0,20.0,0 days 00:01:04.099999997,11.23,7.0,0 days 00:01:46.857142860,4.81,D,84,56,93,85,50,13,64,13,93,51,65,52,50,14,73,35,73.6,30.0,60.519999999999996,62.2,40.666666666666664,55.739999999999995
Quinton Byfield,L.A,R,20,0 days 00:19:56.200000002,0.6,1.96,7.82,2.56,0.9,1.2,18.21,7.0,0 days 00:19:57.857142858,0.86,2.15,9.02,1.29,0.43,0.0,9.87,20.0,0 days 00:03:00.850000002,4.98,7.0,0 days 00:03:27.571428570,4.96,F,46,88,67,74,86,31,16,43,65,90,69,81,75,20,13,17,72.2,30.0,59.54,76.0,16.666666666666668,58.199999999999996
Alexander Holtz,VGK,R,7,0 days 00:11:20.714285712,0.0,0.0,9.07,1.51,2.27,4.53,0.0,,,,,,,,,,,,,,,,F,7,6,50,83,13,17,59,88,50,50,50,50,50,50,50,50,31.8,54.666666666666664,38.66,50.0,50.0,50.0
Emil Andrae,PHI,D,8,0 days 00:13:53.749999998,0.0,1.08,3.78,3.78,1.08,1.08,0.0,6.0,0 days 00:14:16.999999998,0.0,1.4,4.2,4.2,1.4,1.4,0.0,,,,,,,D,19,75,50,58,50,65,2,41,28,81,50,66,50,73,8,56,50.4,36.0,46.07999999999999,55.0,45.666666666666664,52.2
Donovan Sebrango,"FLA, OTT",D,9,0 days 00:14:07.666666667,0.0,0.94,3.3,5.66,5.19,5.66,0.0,,,,,,,,,,,,,,,,D,19,68,50,47,50,82,70,96,50,50,50,50,50,50,50,50,46.8,82.66666666666667,57.56,50.0,50.0,50.0
Jamie Drysdale,PHI,D,18,0 days 00:21:55.333333332,0.3,0.91,2.58,0.61,3.8,2.43,0.0,7.0,0 days 00:22:16.571428571,0.38,1.15,1.92,0.38,3.85,0.0,0.0,18.0,0 days 00:02:25.388888886,0.0,7.0,0 days 00:02:01.714285716,0.0,D,74,66,2,29,50,8,45,74,77,73,7,22,50,9,51,13,44.2,42.333333333333336,43.64,45.8,24.333333333333332,39.35999999999999
Mavrik Bourque,DAL,C,20,0 days 00:14:20.700000,0.42,0.84,6.27,1.88,2.09,0.42,2.72,7.0,0 days 00:13:14.857142856,0.65,1.29,5.18,1.94,0.65,0.0,7.76,20.0,0 days 00:01:02.250000,5.78,,,,F,32,49,73,56,44,22,54,21,54,72,50,48,70,30,20,17,50.8,32.333333333333336,45.26,58.8,22.333333333333332,47.86
Luke Evangelista,NSH,R,19,0 days 00:15:29.578947366,0.41,1.63,7.75,1.02,0.82,1.22,0.0,7.0,0 days 00:18:10.857142860,0.47,1.41,7.07,1.89,0.47,1.89,0.0,19.0,0 days 00:02:01.789473684,6.22,7.0,0 days 00:02:10.857142860,7.86,F,32,81,76,73,13,11,14,44,44,76,82,68,14,29,15,64,55.0,23.0,45.4,56.8,36.0,50.559999999999995
Hendrix Lapierre,WSH,C,18,0 days 00:10:09.611111112,0.0,0.66,5.58,5.25,0.98,1.31,8.53,7.0,0 days 00:09:15.142857144,0.0,0.0,4.63,4.63,0.93,0.0,6.48,,,,,,,F,7,39,50,46,72,58,18,46,15,11,50,41,66,59,29,17,42.8,40.666666666666664,42.16,36.6,35.0,36.120000000000005
Cole Perfetti,WPG,C,5,0 days 00:16:56.800000002,0.71,0.71,7.08,2.12,1.42,1.42,0.0,5.0,0 days 00:16:56.800000002,0.71,0.71,7.08,2.12,1.42,1.42,0.0,5.0,0 days 00:02:41.800000002,4.45,5.0,0 days 00:02:41.800000002,4.45,F,54,42,62,66,13,25,33,49,57,48,65,68,14,32,44,55,47.4,35.666666666666664,43.879999999999995,50.4,43.666666666666664,48.379999999999995
Alex Laferriere,L.A,R,20,0 days 00:16:05.950000002,0.93,0.93,8.2,9.13,2.42,0.75,6.89,7.0,0 days 00:16:24.428571426,1.04,1.04,8.36,9.93,2.09,0.0,8.88,20.0,0 days 00:01:24.850000002,0.0,7.0,0 days 00:01:48.571428570,0.0,F,67,54,2,77,67,80,63,31,73,63,8,77,73,84,62,17,53.4,58.0,54.779999999999994,58.8,54.333333333333336,57.459999999999994
Will Cuylle,NYR,L,21,0 days 00:17:32.095238094,0.98,0.98,7.98,12.38,2.93,2.28,1.63,7.0,0 days 00:17:53.571428574,1.92,0.96,7.66,12.46,3.35,0.96,0.48,21.0,0 days 00:01:34.142857140,7.28,7.0,0 days 00:02:20.142857142,11.01,F,70,57,82,75,34,88,74,66,92,60,89,72,21,89,82,45,63.6,76.0,67.32,66.8,72.0,68.36
Tyson Foerster,PHI,R,14,0 days 00:18:06.285714288,0.95,0.71,6.15,3.31,2.13,3.31,0.24,3.0,0 days 00:17:22.666666668,0.0,0.0,8.06,5.75,2.3,2.3,0.0,14.0,0 days 00:02:24.928571430,3.55,,,,F,68,42,51,55,16,40,56,79,15,11,50,75,14,67,67,70,46.4,58.333333333333336,49.98,33.0,68.0,43.5
Yan Kuznetsov,CGY,D,7,0 days 00:17:45,0.0,0.48,4.35,5.31,4.35,0.0,0.0,7.0,0 days 00:17:45,0.0,0.48,4.35,5.31,4.35,0.0,0.0,,,,,,,D,19,36,50,69,50,80,56,7,28,41,50,68,50,81,59,13,44.8,47.666666666666664,45.66,47.4,51.0,48.48
Shakir Mukhamadullin,S.J,D,9,0 days 00:16:49.444444446,0.0,1.59,3.17,1.98,3.96,2.38,0.0,5.0,0 days 00:17:14.400000,0.0,0.7,2.78,1.39,4.18,1.39,0.0,,,,,,,D,19,91,50,44,50,35,49,73,28,53,50,40,50,29,57,56,50.8,52.333333333333336,51.25999999999999,44.2,47.333333333333336,45.14
Landon Slaggert,CHI,L,8,0 days 00:09:16.875000,0.81,0.0,4.04,11.31,3.23,9.7,0.0,3.0,0 days 00:08:09,2.45,0.0,4.91,14.72,2.45,24.54,0.0,,,,,,,F,60,6,50,23,13,86,80,98,96,11,50,44,14,92,69,99,30.4,88.0,47.67999999999999,43.0,86.66666666666667,56.099999999999994
JJ Peterka,UTA,R,20,0 days 00:16:07.099999998,1.49,1.3,7.07,0.56,0.93,1.49,0.56,7.0,0 days 00:15:51.571428570,2.16,0.54,7.03,0.54,0.54,2.16,1.08,20.0,0 days 00:01:43.750000002,0.0,7.0,0 days 00:01:55.714285716,0.0,F,88,71,2,66,21,6,17,51,94,39,8,67,29,10,17,68,49.6,24.666666666666668,42.12,47.4,31.666666666666668,42.68
Wyatt Kaiser,CHI,D,19,0 days 00:19:28.000000002,0.0,0.49,2.27,2.43,2.43,2.27,0.0,7.0,0 days 00:18:59.714285712,0.0,0.45,1.8,1.35,3.61,1.8,0.0,,,,,,,D,19,37,50,22,50,44,17,71,28,39,50,19,50,28,47,65,35.6,44.0,38.12,37.2,46.666666666666664,40.04
Marat Khusnutdinov,BOS,C,16,0 days 00:13:33.062500002,0.83,0.83,4.7,2.21,1.94,1.66,6.36,7.0,0 days 00:15:39.571428570,1.09,1.09,3.83,3.28,1.64,1.09,9.31,16.0,0 days 00:01:30.124999998,2.5,7.0,0 days 00:01:48.714285714,4.73,F,61,49,36,33,65,26,50,55,74,65,67,30,74,46,51,48,48.8,43.666666666666664,47.26,62.0,48.333333333333336,57.9
Ian Moore,ANA,D,13,0 days 00:13:35.769230772,0.34,0.34,4.07,2.04,7.47,4.07,0.0,7.0,0 days 00:14:04.428571428,0.61,0.61,4.26,3.05,11.57,4.87,0.0,,,,,,,D,79,26,50,64,50,36,91,90,91,48,50,67,50,59,98,92,53.8,72.33333333333333,59.36,61.2,83.0,67.74
Gage Goncalves,T.B,C,19,0 days 00:12:48.631578948,0.25,0.99,3.45,5.18,2.71,0.99,0.74,7.0,0 days 00:14:20.142857142,0.6,0.0,4.19,4.78,1.2,1.2,1.79,19.0,0 days 00:01:17.736842106,2.44,,,,F,20,57,36,15,24,58,70,38,51,11,50,35,37,60,38,51,30.4,55.333333333333336,37.879999999999995,36.8,49.666666666666664,40.66
Ethan Cardwell,S.J,R,4,0 days 00:12:21.250000002,1.21,0.0,3.64,4.86,0.0,2.43,0.0,3.0,0 days 00:11:26.666666664,1.75,0.0,3.5,5.24,0.0,3.5,0.0,,,,,,,F,80,6,50,17,13,55,1,69,90,11,50,25,14,63,4,81,33.2,41.666666666666664,35.74,38.0,49.333333333333336,41.4
Rory Kerins,CGY,C,2,0 days 00:15:51,0.0,0.0,1.89,1.89,5.68,0.0,0.0,2.0,0 days 00:15:51,0.0,0.0,1.89,1.89,5.68,0.0,0.0,,,,,,,F,7,6,50,2,13,22,97,10,15,11,50,7,14,29,95,17,15.6,43.0,23.82,19.4,47.0,27.68
Artem Zub,OTT,D,19,0 days 00:19:50.421052632,0.32,1.27,3.98,3.82,4.62,2.23,0.0,7.0,0 days 00:21:34.714285716,0.0,0.79,2.38,1.99,5.16,3.18,0.0,,,,,,,D,77,83,50,62,50,66,61,70,28,58,50,31,50,42,70,83,64.4,65.66666666666667,64.78,43.4,65.0,49.879999999999995
Bobby McMann,TOR,C,20,0 days 00:14:50.650000002,1.01,0.61,7.07,10.1,2.02,3.03,0.4,7.0,0 days 00:13:49.999999998,1.24,1.24,8.67,5.58,2.48,6.82,0.0,,,,,,,F,71,36,50,66,19,83,52,77,79,70,50,79,14,66,70,94,48.4,70.66666666666667,55.08,58.4,76.66666666666667,63.879999999999995
Jeff Malott,L.A,L,16,0 days 00:07:55.187500002,0.95,0.0,6.16,20.83,2.84,10.89,0.47,5.0,0 days 00:08:36.400000002,0.0,0.0,9.76,16.73,5.58,0.0,0.0,,,,,,,F,68,6,50,55,20,96,73,99,15,11,50,84,14,94,95,17,39.8,89.33333333333333,54.66,34.8,68.66666666666667,44.959999999999994
Matt Rempe,NYR,C,9,0 days 00:09:48.444444444,0.68,0.0,5.44,20.39,1.36,4.76,1.36,,,,,,,,,,,,,,,,F,52,6,50,44,31,96,31,89,50,50,50,50,50,50,50,50,36.6,72.0,47.22,50.0,50.0,50.0
Ilya Solovyov,COL,D,9,0 days 00:11:33.333333336,0.0,0.0,5.19,6.35,8.65,2.31,0.0,,,,,,,,,,,,,,,,D,19,6,50,81,50,86,95,72,50,50,50,50,50,50,50,50,41.2,84.33333333333333,54.14,50.0,50.0,50.0
Yegor Chinakhov,CBJ,R,14,0 days 00:10:20.214285714,0.83,0.83,8.71,4.15,2.07,0.83,0.0,6.0,0 days 00:10:31.833333336,0.0,0.0,5.7,3.8,2.85,1.9,0.0,,,,,,,F,61,49,50,81,13,49,54,33,15,11,50,54,14,51,76,64,50.8,45.333333333333336,49.16,28.8,63.666666666666664,39.26
Emil Heineman,NYI,L,20,0 days 00:14:54,1.81,1.01,8.46,13.49,2.21,1.61,0.6,7.0,0 days 00:15:58.571428572,2.15,1.07,8.05,8.58,3.22,1.07,0.54,20.0,0 days 00:01:25.650000,2.1,,,,F,94,58,30,79,22,90,58,53,94,64,50,75,22,80,81,48,56.6,67.0,59.72,61.0,69.66666666666667,63.599999999999994
Adam Wilsby,NSH,D,14,0 days 00:16:59.142857142,0.0,0.5,4.04,1.01,2.52,2.52,0.0,3.0,0 days 00:13:58.666666668,0.0,0.0,7.15,0.0,4.29,0.0,0.0,,,,,,,D,19,38,50,63,50,15,19,75,28,13,50,91,50,4,58,13,44.0,36.333333333333336,41.699999999999996,46.4,25.0,39.98
Nils Aman,VAN,C,2,0 days 00:08:39.499999998,0.0,0.0,3.46,6.93,3.46,0.0,3.46,,,,,,,,,,,,,,,,F,7,6,50,15,50,70,83,10,50,50,50,50,50,50,50,50,25.6,54.333333333333336,34.22,50.0,50.0,50.0
Mason Lohrei,BOS,D,16,0 days 00:17:21.812500002,0.43,1.73,2.38,1.73,4.1,0.43,0.0,5.0,0 days 00:15:42.600000,0.76,2.29,1.53,2.29,3.82,1.53,0.0,16.0,0 days 00:01:46.187500002,6.36,,,,D,88,93,78,24,50,29,52,19,96,94,50,14,50,47,51,59,66.6,33.333333333333336,56.61999999999999,60.8,52.333333333333336,58.25999999999999
Matthew Kessel,STL,D,11,0 days 00:11:19.454545452,0.48,0.0,3.37,2.41,2.41,1.93,0.0,6.0,0 days 00:12:00.499999998,0.83,0.0,3.33,4.16,3.33,0.0,0.0,,,,,,,D,92,6,50,49,50,43,17,64,97,13,50,51,50,72,42,13,49.4,41.333333333333336,46.98,52.2,42.333333333333336,49.24
Josh Dunne,BUF,C,13,0 days 00:09:17.461538460,0.5,0.5,4.97,6.95,3.48,11.43,2.48,7.0,0 days 00:08:50.857142856,0.0,0.97,3.88,4.84,5.81,18.41,3.88,,,,,,,F,38,29,50,37,42,70,83,99,15,60,50,30,54,61,96,99,39.2,84.0,52.64,41.8,85.33333333333333,54.85999999999999
Daniil Miromanov,CGY,D,1,0 days 00:17:49.000000002,0.0,0.0,0.0,0.0,6.74,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,1,50,2,86,7,50,50,50,50,50,50,50,50,25.2,31.666666666666668,27.139999999999997,50.0,50.0,50.0
Alex Steeves,BOS,C,5,0 days 00:12:07.000000002,0.99,0.0,7.92,16.84,3.96,0.0,0.0,5.0,0 days 00:12:07.000000002,0.99,0.0,7.92,16.84,3.96,0.0,0.0,,,,,,,F,70,6,50,75,13,94,88,10,71,11,50,74,14,94,88,17,42.8,64.0,49.16,44.0,66.33333333333333,50.699999999999996
J.J. Moser,T.B,D,17,0 days 00:20:55.588235292,0.17,0.67,4.05,2.87,2.87,1.01,0.0,7.0,0 days 00:20:40.142857140,0.0,1.24,3.73,2.49,3.32,0.83,0.0,,,,,,,D,51,51,50,64,50,51,26,38,28,76,50,58,50,51,42,40,53.2,38.333333333333336,48.74,52.4,44.333333333333336,49.980000000000004
Josh Doan,BUF,R,19,0 days 00:15:36,1.01,1.42,10.12,4.25,1.01,1.21,0.4,7.0,0 days 00:16:23.285714286,0.52,1.05,7.32,4.71,1.05,2.09,0.0,19.0,0 days 00:02:39.263157894,3.57,7.0,0 days 00:01:48.142857144,0.0,F,71,75,52,89,19,49,19,44,47,63,8,70,14,59,33,67,61.2,37.333333333333336,54.04,40.4,53.0,44.17999999999999
Kent Johnson,CBJ,C,19,0 days 00:14:25.631578950,0.44,0.66,7.88,0.66,2.41,0.0,0.0,6.0,0 days 00:13:17.333333334,0.0,0.75,7.53,1.51,3.01,0.0,0.0,19.0,0 days 00:02:13.368421050,0.0,,,,F,34,39,2,74,13,7,63,10,15,50,50,71,14,24,78,17,32.4,26.666666666666668,30.679999999999996,40.0,39.666666666666664,39.9
Matty Beniers,SEA,C,19,0 days 00:20:24.157894734,0.31,1.7,4.02,1.08,2.48,0.93,18.73,7.0,0 days 00:21:14.142857142,0.0,2.02,2.02,0.0,2.83,0.81,17.36,19.0,0 days 00:03:02.947368420,4.14,7.0,0 days 00:03:34.999999998,2.39,F,24,83,58,22,87,12,65,36,15,88,45,8,86,4,76,41,54.8,37.666666666666664,49.65999999999999,48.4,40.333333333333336,45.98
William Eklund,S.J,L,16,0 days 00:19:50.500000002,0.94,1.51,7.56,2.65,2.46,0.38,0.0,4.0,0 days 00:19:52.249999998,0.0,1.51,6.79,4.53,2.26,0.0,0.0,16.0,0 days 00:03:45.062500002,7.0,4.0,0 days 00:04:28.249999998,6.71,F,68,78,80,71,13,32,64,20,15,78,78,65,14,58,66,17,62.0,38.666666666666664,55.0,50.0,47.0,49.1
Owen Power,BUF,D,18,0 days 00:21:00.555555558,0.32,0.79,3.33,1.59,2.54,0.63,0.0,7.0,0 days 00:20:11.428571430,0.42,0.42,1.7,0.85,2.97,0.85,0.0,18.0,0 days 00:01:28.333333332,0.0,,,,D,77,59,2,48,50,27,19,25,80,37,50,17,50,18,35,41,47.2,23.666666666666668,40.14,46.8,31.333333333333332,42.16
Matt Coronato,CGY,R,20,0 days 00:17:21.349999998,1.04,0.69,10.2,0.35,1.38,2.07,2.07,7.0,0 days 00:18:39.571428570,1.38,0.92,16.08,0.0,1.84,2.76,4.13,20.0,0 days 00:03:46.999999998,3.17,7.0,0 days 00:03:10.999999998,5.39,F,73,41,46,89,39,4,31,63,83,58,72,97,55,4,56,75,57.6,32.666666666666664,50.12,73.0,45.0,64.6
Luke Hughes,N.J,D,19,0 days 00:23:09.052631580,0.14,1.36,5.59,1.09,2.46,2.73,0.0,7.0,0 days 00:26:14.857142856,0.33,0.98,6.53,0.33,2.61,1.96,0.0,19.0,0 days 00:02:12.894736842,4.28,7.0,0 days 00:03:07.000000002,5.5,D,45,86,61,85,50,16,17,78,72,66,70,88,50,8,28,68,65.4,37.0,56.88,69.2,34.666666666666664,58.839999999999996
Aatu Raty,VAN,C,19,0 days 00:12:46.263157896,0.25,1.24,3.71,11.13,1.73,2.47,32.15,7.0,0 days 00:12:26.857142856,0.69,0.69,5.51,8.26,2.07,2.75,30.99,,,,,,,F,20,69,50,18,93,85,43,69,56,47,50,52,93,79,62,75,50.0,65.66666666666667,54.7,59.6,72.0,63.31999999999999
Dylan Guenther,UTA,R,20,0 days 00:17:41.700000,1.36,1.19,11.87,3.05,1.02,1.02,1.7,7.0,0 days 00:16:44.285714286,1.54,0.0,13.83,2.56,0.51,0.0,3.07,20.0,0 days 00:03:34.450000002,3.36,7.0,0 days 00:02:46.857142860,3.08,F,85,67,49,94,35,37,20,39,87,11,53,95,48,38,16,17,66.0,32.0,55.8,58.8,23.666666666666668,48.26
Logan Stankoven,CAR,C,19,0 days 00:15:16.684210524,1.03,1.03,7.23,1.45,1.03,2.69,21.5,7.0,0 days 00:14:18.571428570,0.6,1.2,5.39,1.8,0.6,5.39,19.17,19.0,0 days 00:01:35.894736840,0.0,,,,F,72,59,2,68,89,16,20,72,51,69,50,50,87,28,18,90,58.0,36.0,51.39999999999999,61.4,45.333333333333336,56.58
Colton Dach,CHI,C,19,0 days 00:13:00.842105262,0.49,0.49,6.07,19.9,2.67,6.07,2.91,7.0,0 days 00:11:48.857142858,0.73,0.0,7.26,21.77,2.9,12.33,2.9,,,,,,,F,38,29,50,54,46,96,69,94,59,11,50,69,47,97,77,98,43.4,86.33333333333333,56.279999999999994,47.2,90.66666666666667,60.239999999999995
Cole Sillinger,CBJ,C,19,0 days 00:16:16.842105264,0.39,1.16,6.4,3.88,1.16,1.94,1.75,6.0,0 days 00:17:53.333333334,0.0,1.12,6.15,4.47,2.24,1.12,0.56,,,,,,,F,30,65,50,58,35,46,24,60,15,66,50,59,23,58,65,49,47.6,43.333333333333336,46.32,42.6,57.333333333333336,47.019999999999996
Mackie Samoskevich,FLA,R,19,0 days 00:14:52.999999998,0.42,1.49,8.27,5.73,1.7,1.27,0.0,7.0,0 days 00:14:45,0.0,0.58,5.81,3.49,2.32,0.0,0.0,19.0,0 days 00:02:56.894736840,5.36,7.0,0 days 00:02:55.999999998,0.0,F,32,78,70,78,13,62,42,45,15,41,8,55,14,48,67,17,54.2,49.666666666666664,52.839999999999996,26.6,44.0,31.82
Matthew Knies,TOR,L,19,0 days 00:20:32.894736840,0.77,2.61,6.45,7.68,1.38,1.23,0.0,6.0,0 days 00:21:31.999999998,0.46,2.32,6.5,8.36,0.46,0.0,0.0,19.0,0 days 00:03:16.052631576,1.93,6.0,0 days 00:03:42.499999998,0.0,F,58,95,27,59,13,73,31,44,43,92,8,62,14,79,14,17,50.4,49.333333333333336,50.08,43.8,36.666666666666664,41.66
Samuel Helenius,L.A,C,2,0 days 00:09:10.000000002,0.0,0.0,6.55,29.45,3.27,0.0,9.82,,,,,,,,,,,,,,,,F,7,6,50,60,75,98,80,10,50,50,50,50,50,50,50,50,39.6,62.666666666666664,46.519999999999996,50.0,50.0,50.0
Brandt Clarke,L.A,D,20,0 days 00:17:41.350000002,0.34,1.19,6.44,2.2,4.07,1.7,0.0,7.0,0 days 00:18:41.857142856,0.0,0.92,5.04,3.67,0.46,2.75,0.0,20.0,0 days 00:01:43.699999998,0.0,7.0,0 days 00:01:54.428571426,0.0,D,79,80,2,91,50,39,51,59,28,64,7,76,50,67,1,79,60.4,49.666666666666664,57.17999999999999,45.0,49.0,46.199999999999996
Logan Mailloux,STL,D,9,0 days 00:12:33.333333336,0.0,0.0,2.65,6.9,3.19,2.12,0.0,1.0,0 days 00:13:52.000000002,0.0,0.0,4.33,4.33,4.33,0.0,0.0,,,,,,,D,19,6,50,31,50,89,32,68,28,13,50,68,50,74,59,13,31.2,63.0,40.739999999999995,41.8,48.666666666666664,43.85999999999999
Zack Bolduc,MTL,R,19,0 days 00:13:30.631578947,0.93,0.47,6.54,7.95,2.1,2.34,1.87,7.0,0 days 00:13:30.285714288,0.0,0.0,3.81,9.52,3.17,2.54,2.54,19.0,0 days 00:02:07.210526316,4.47,7.0,0 days 00:01:36.571428570,0.0,F,67,28,62,60,37,75,55,67,15,11,8,29,44,83,80,73,50.8,65.66666666666667,55.25999999999999,21.4,78.66666666666667,38.58
Wyatt Johnston,DAL,C,20,0 days 00:21:03.649999998,1.57,1.42,7.69,0.71,2.56,0.85,17.24,7.0,0 days 00:19:50.428571430,1.73,1.3,4.75,0.0,2.16,0.86,13.82,20.0,0 days 00:03:41.500000002,10.56,7.0,0 days 00:03:34.142857140,14.41,F,90,75,92,73,86,8,67,34,90,72,93,42,82,4,64,43,83.2,36.333333333333336,69.14,75.8,37.0,64.16
Mason McTavish,ANA,C,19,0 days 00:16:46.052631576,0.57,1.51,5.46,3.96,1.7,5.27,22.79,7.0,0 days 00:14:18.142857144,0.6,0.6,4.2,2.4,1.2,8.39,19.18,19.0,0 days 00:01:45,3.61,,,,F,44,78,52,45,90,47,42,91,51,42,50,35,87,36,38,96,61.8,60.0,61.26,53.0,56.666666666666664,54.099999999999994
Brennan Othmann,NYR,L,1,0 days 00:12:31.000000002,0.0,0.0,4.79,9.59,0.0,0.0,0.0,,,,,,,,,,,,,,,,F,7,6,50,34,13,81,1,10,50,50,50,50,50,50,50,50,22.0,30.666666666666668,24.599999999999998,50.0,50.0,50.0
Joshua Roy,MTL,R,2,0 days 00:09:43.999999998,0.0,0.0,3.08,15.41,0.0,0.0,0.0,1.0,0 days 00:11:30,0.0,0.0,5.22,5.22,0.0,0.0,0.0,,,,,,,F,7,6,50,10,13,92,1,10,15,11,50,48,14,63,4,17,17.2,34.333333333333336,22.34,27.6,28.0,27.72
Ryan Winterton,SEA,C,19,0 days 00:12:22.000000002,0.51,0.51,4.09,5.36,2.55,1.02,0.0,7.0,0 days 00:11:52.285714284,1.44,0.72,4.33,5.78,2.17,0.0,0.0,,,,,,,F,39,30,50,23,13,59,67,39,84,48,50,36,14,67,64,17,31.0,55.0,38.2,46.4,49.333333333333336,47.28
Ville Koivunen,PIT,R,11,0 days 00:12:34.181818182,0.0,0.87,5.64,0.43,3.04,0.0,0.0,6.0,0 days 00:12:41.666666664,0.0,1.58,7.88,0.0,3.15,0.0,0.0,,,,,,,F,7,51,50,47,13,5,76,10,15,80,50,74,14,4,80,17,33.6,30.333333333333332,32.62,46.6,33.666666666666664,42.72
Simon Edvinsson,DET,D,20,0 days 00:21:23.950000002,0.42,0.42,3.36,3.08,6.59,5.33,0.0,7.0,0 days 00:21:45.142857144,0.0,0.39,3.94,3.94,6.3,8.67,0.0,,,,,,,D,88,32,50,49,50,55,85,95,28,35,50,62,50,70,81,98,53.8,78.33333333333333,61.16,45.0,83.0,56.39999999999999
Isak Rosen,BUF,R,8,0 days 00:15:35.125000002,1.44,1.44,5.77,2.41,3.37,0.0,0.0,7.0,0 days 00:15:42.428571426,1.09,1.64,4.91,1.64,2.73,0.0,0.0,8.0,0 days 00:02:50.749999998,5.27,7.0,0 days 00:02:42.571428570,6.33,F,87,76,69,49,13,29,82,10,74,81,76,44,14,25,74,17,58.8,40.333333333333336,53.26,57.8,38.666666666666664,52.059999999999995
Fedor Svechkov,NSH,C,18,0 days 00:12:13.888888890,0.0,0.27,6.0,3.54,2.45,0.55,12.54,7.0,0 days 00:11:21.142857144,0.0,0.76,2.27,5.29,4.53,0.0,15.1,,,,,,,F,7,17,50,53,80,42,64,25,15,50,50,10,84,64,91,17,41.4,43.666666666666664,42.08,41.8,57.333333333333336,46.459999999999994
Oliver Kapanen,MTL,C,19,0 days 00:12:53.052631578,1.72,0.98,5.88,1.96,3.43,0.98,14.22,7.0,0 days 00:13:16.428571428,1.94,0.65,5.17,0.0,5.17,1.29,18.08,,,,,,,F,93,57,50,51,82,23,82,37,92,45,50,47,87,4,94,53,66.6,47.333333333333336,60.81999999999999,64.2,50.333333333333336,60.04
Nikita Chibrikov,WPG,R,8,0 days 00:09:11.749999998,0.0,0.0,4.08,8.16,4.08,9.79,0.0,3.0,0 days 00:08:21.666666666,0.0,0.0,7.18,7.18,4.78,9.57,0.0,,,,,,,F,7,6,50,23,13,76,89,98,15,11,50,68,14,75,93,97,19.8,87.66666666666667,40.16,31.6,88.33333333333333,48.62
Olen Zellweger,ANA,D,19,0 days 00:19:04.999999998,0.33,0.66,6.29,1.65,3.64,1.99,0.0,7.0,0 days 00:19:35.142857142,0.88,0.88,5.69,2.19,3.94,1.75,0.0,19.0,0 days 00:01:24.947368422,4.46,,,,D,78,50,63,90,50,28,42,65,97,62,50,82,50,45,53,64,66.2,45.0,59.839999999999996,68.2,54.0,63.94
Ethan Del Mastro,CHI,D,1,0 days 00:17:34.999999998,0.0,0.0,3.41,20.47,6.82,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,50,50,99,87,7,50,50,50,50,50,50,50,50,35.0,64.33333333333333,43.8,50.0,50.0,50.0
Jackson Blake,CAR,R,19,0 days 00:16:04.368421050,0.79,1.77,8.84,0.59,1.57,2.75,0.0,7.0,0 days 00:15:43.857142860,0.54,2.18,5.99,0.0,2.18,2.18,0.0,19.0,0 days 00:02:10.999999998,2.89,7.0,0 days 00:01:55.142857140,0.0,F,59,85,42,82,13,6,38,73,48,90,8,57,14,4,64,68,56.2,39.0,51.03999999999999,43.4,45.333333333333336,43.98
Ryker Evans,SEA,D,6,0 days 00:17:45,1.13,0.56,3.94,2.25,1.69,0.0,0.0,6.0,0 days 00:17:45,1.13,0.56,3.94,2.25,1.69,0.0,0.0,,,,,,,D,99,42,50,61,50,40,6,7,99,45,50,62,50,46,11,13,60.4,17.666666666666668,47.57999999999999,61.2,23.333333333333332,49.839999999999996
Zack Ostapchuk,S.J,C,2,0 days 00:10:15.499999998,0.0,0.0,8.77,11.7,0.0,0.0,38.02,2.0,0 days 00:10:15.499999998,0.0,0.0,8.77,11.7,0.0,0.0,38.02,,,,,,,F,7,6,50,81,95,87,1,10,15,11,50,79,95,88,4,17,47.8,32.666666666666664,43.25999999999999,50.0,36.333333333333336,45.9
Vincent Iorio,S.J,D,6,0 days 00:16:19.999999998,0.0,0.0,1.84,1.84,3.67,2.45,0.0,,,,,,,,,,,,,,,,D,19,6,50,13,50,32,43,74,50,50,50,50,50,50,50,50,27.6,49.666666666666664,34.22,50.0,50.0,50.0
