Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Adam Larsson,SEA,D,82,00:21:11,0.24,0.73,3.87,3.59,5.11,1.07,0.0,7.0,00:20:39,0.41,0.83,4.56,3.32,6.22,1.66,0.0,,,,,,
Ryan Strome,ANA,C,82,00:16:40,0.44,1.36,6.01,2.28,1.58,3.07,22.41,7.0,00:13:43,0.0,0.62,5.62,5.62,1.25,8.74,26.86,82.0,00:02:27,1.78,,,
Mika Zibanejad,NYR,C,82,00:18:45,0.78,1.64,7.14,1.72,1.79,0.86,21.41,7.0,00:18:30,1.85,3.24,7.41,0.46,0.93,0.0,14.82,82.0,00:02:52,4.84,7.0,00:02:05,4.09
Mark Scheifele,WPG,C,82,00:20:26,1.4,1.72,6.48,2.61,2.15,2.18,22.45,7.0,00:20:37,1.25,1.25,9.15,1.66,2.49,1.66,25.77,82.0,00:02:48,6.53,7.0,00:02:48,6.12
Sean Couturier,PHI,C,79,00:17:17,0.66,1.32,6.81,2.37,1.98,1.8,29.42,7.0,00:19:47,0.43,1.73,7.36,3.03,1.3,0.87,28.59,79.0,00:01:29,2.03,7.0,00:02:39,6.43
Dougie Hamilton,N.J,D,64,00:19:51,0.42,1.46,8.78,3.45,4.01,1.42,0.0,1.0,00:23:42,0.0,0.0,10.13,0.0,10.13,5.06,0.0,64.0,00:02:54,4.83,,,
Jonas Brodin,MIN,D,50,00:22:56,0.21,0.84,3.71,1.41,5.44,0.94,0.0,7.0,00:25:28,0.0,0.34,1.68,2.02,4.71,0.67,0.0,,,,,,
Jamie Oleksiak,SEA,D,82,00:18:46,0.16,0.51,2.57,2.81,6.2,1.32,0.0,7.0,00:16:51,0.0,1.53,0.51,4.07,6.1,8.14,0.0,,,,,,
J.T. Miller,"NYR, VAN",C,72,00:18:12,1.01,2.2,6.27,7.69,2.29,2.52,28.75,,,,,,,,,,72.0,00:02:59,6.13,,,
Joel Armia,MTL,R,81,00:14:18,0.57,0.93,5.39,4.51,1.81,0.83,0.16,7.0,00:13:39,0.0,1.88,3.14,0.63,1.88,0.0,0.0,,,,,,
Connor Murphy,CHI,D,68,00:20:36,0.09,0.73,3.6,5.01,6.85,2.23,0.0,6.0,00:18:35,0.0,0.0,3.23,5.38,5.38,3.23,0.0,,,,,,
Stefan Noesen,N.J,R,78,00:15:55,1.06,0.92,7.97,7.19,1.26,2.12,1.98,5.0,00:17:21,1.38,0.69,6.92,8.3,1.38,1.38,0.69,78.0,00:02:16,5.08,,,
Phillip Danault,L.A,C,80,00:17:40,0.34,1.49,5.22,3.52,3.1,1.1,26.95,6.0,00:16:41,0.0,1.8,2.99,2.99,2.4,3.59,29.95,80.0,00:01:23,0.54,6.0,00:02:01,0.0
Vladislav Namestnikov,WPG,C,78,00:15:05,0.56,1.38,4.79,4.28,2.5,1.94,18.6,7.0,00:16:03,0.0,1.07,5.34,4.27,1.6,1.07,20.28,78.0,00:01:16,6.63,,,
Rickard Rakell,PIT,R,81,00:19:17,1.34,1.34,7.79,4.45,2.96,0.54,0.73,7.0,00:18:07,1.42,1.42,10.87,3.31,1.42,0.95,1.89,81.0,00:02:40,5.25,7.0,00:02:55,11.74
Colin Miller,WPG,D,60,00:14:31,0.28,0.76,4.68,5.79,3.44,2.62,0.0,3.0,00:18:20,1.09,1.09,6.54,3.27,3.27,2.18,0.0,,,,,,
Jonathan Marchessault,NSH,R,78,00:17:58,0.9,1.5,8.81,3.29,1.07,1.58,0.73,5.0,00:16:42,1.44,3.59,6.46,0.72,0.72,1.44,0.72,78.0,00:03:11,5.56,5.0,00:02:30,19.2
Barclay Goodrow,S.J,C,77,00:13:47,0.28,0.17,4.13,8.42,3.39,4.24,6.11,7.0,00:13:29,0.0,0.0,2.54,8.89,3.81,2.54,8.26,,,,,,
Luke Glendening,T.B,C,77,00:10:47,0.29,0.22,3.68,7.59,4.19,0.72,36.27,3.0,00:07:56,0.0,0.0,2.52,7.55,2.52,0.0,40.28,,,,,,
Yanni Gourde,"SEA, T.B",C,57,00:16:02,0.46,1.57,4.92,7.15,2.36,3.41,17.51,,,,,,,,,,,,,,,
Morgan Rielly,TOR,D,82,00:21:23,0.24,1.16,4.31,0.72,4.48,0.72,0.0,7.0,00:21:30,0.0,2.39,3.98,0.0,7.97,0.0,0.0,82.0,00:01:51,5.54,,,
Hampus Lindholm,BOS,D,17,00:20:51,0.51,0.68,5.92,0.85,2.88,0.68,0.0,,,,,,,,,,17.0,00:02:12,1.6,,,
Mathew Dumba,DAL,D,63,00:15:18,0.06,0.56,3.55,4.36,3.73,3.73,0.0,7.0,00:16:16,0.0,1.05,6.84,3.16,1.58,1.05,0.0,,,,,,
Phillip Di Giuseppe,VAN,L,20,00:11:33,0.26,1.3,5.97,14.01,1.56,1.04,0.26,,,,,,,,,,,,,,,
Brendan Gaunce,MIN,C,12,00:09:41,0.0,0.52,5.67,9.28,3.61,2.06,20.11,,,,,,,,,,,,,,,
Brady Skjei,NSH,D,82,00:21:53,0.33,0.77,5.21,1.7,3.11,1.4,0.0,7.0,00:22:49,0.0,1.88,5.63,0.75,4.51,1.5,0.0,82.0,00:01:29,4.92,7.0,00:01:33,5.5
Tanner Pearson,VGK,L,78,00:11:47,0.78,0.98,7.11,6.2,2.94,0.52,0.39,7.0,00:11:04,0.0,1.55,7.74,3.87,3.87,3.1,0.0,,,,,,
Scott Laughton,"PHI, TOR",C,80,00:14:36,0.67,0.92,6.42,9.14,2.77,1.64,13.0,,,,,,,,,,,,,,,
Mark Jankowski,"CAR, NSH","C, L",60,00:12:34,0.95,0.4,5.25,2.15,2.71,2.63,17.43,,,,,,,,,,,,,,,
Olli Maatta,"DET, UTA",D,77,00:19:33,0.08,0.64,2.91,1.0,4.94,0.64,0.0,,,,,,,,,,,,,,,
Mike Matheson,MTL,D,80,00:25:04,0.18,0.75,4.46,1.76,5.02,1.53,0.0,7.0,00:26:43,0.0,0.64,3.85,1.92,5.77,1.28,0.0,80.0,00:01:57,3.83,,,
Zemgus Girgensons,T.B,C,82,00:11:39,0.13,0.25,5.21,10.91,3.14,2.95,3.83,7.0,00:12:30,0.0,0.0,2.06,10.97,2.74,4.8,15.08,,,,,,
Cody Ceci,"DAL, S.J",D,85,00:21:12,0.13,0.67,3.0,2.5,5.16,0.8,0.0,,,,,,,,,,,,,,,
Tom Wilson,WSH,R,81,00:18:43,1.31,1.27,6.68,9.22,2.81,3.96,0.2,7.0,00:18:40,0.46,1.38,5.51,8.72,4.59,5.51,0.0,81.0,00:02:48,4.49,7.0,00:02:44,3.12
Tomas Hertl,VGK,C,73,00:17:07,1.54,1.39,8.5,4.75,2.69,0.96,25.79,3.0,00:17:15,1.16,1.16,8.11,3.48,2.32,0.0,32.44,73.0,00:02:41,7.0,,,
Teuvo Teravainen,CHI,C,82,00:17:03,0.64,1.84,4.76,1.16,1.24,0.51,2.57,7.0,00:17:34,0.0,0.98,4.39,0.98,0.49,0.0,2.93,82.0,00:02:23,7.34,7.0,00:02:16,3.76
Jacob Trouba,"ANA, NYR",D,77,00:20:31,0.04,0.49,4.22,6.15,7.9,2.51,0.0,,,,,,,,,,,,,,,
Filip Forsberg,NSH,L,82,00:18:37,1.22,1.77,11.04,5.89,2.04,1.73,0.16,7.0,00:18:13,0.94,2.82,8.47,8.94,5.65,0.0,0.94,82.0,00:03:11,5.96,7.0,00:03:04,11.15
Radek Faksa,STL,C,70,00:13:01,0.33,0.66,4.48,7.63,3.29,1.97,28.43,7.0,00:13:11,0.65,0.0,5.85,5.85,1.95,0.0,33.14,,,,,,
Matt Grzelcyk,PIT,D,82,00:20:36,0.04,1.38,3.34,1.53,3.59,0.57,0.0,7.0,00:22:16,0.0,1.92,5.0,2.31,3.08,1.54,0.0,82.0,00:02:04,5.28,7.0,00:02:32,10.12
Colton Parayko,STL,D,64,00:23:45,0.63,0.79,4.93,3.67,5.88,0.32,0.0,2.0,00:20:37,1.46,0.0,4.37,2.91,13.1,0.0,0.0,,,,,,
Oskar Sundqvist,STL,C,67,00:13:12,0.41,0.95,4.07,5.29,3.59,2.17,17.63,7.0,00:13:08,0.0,1.3,2.61,1.3,1.96,1.3,16.31,67.0,00:01:12,5.19,,,
Esa Lindell,DAL,D,80,00:22:10,0.17,0.71,3.35,1.69,5.75,0.47,0.0,5.0,00:22:19,0.0,1.07,3.76,1.61,6.45,0.0,0.0,,,,,,
Chandler Stephenson,SEA,C,78,00:19:30,0.51,1.5,2.88,1.3,1.97,0.95,29.93,7.0,00:19:34,0.88,0.44,2.19,0.44,2.19,0.88,25.85,78.0,00:02:33,5.4,7.0,00:02:13,0.0
Shayne Gostisbehere,CAR,D,70,00:18:31,0.32,1.76,5.65,1.85,3.05,2.41,0.0,4.0,00:18:49,0.0,1.59,4.78,0.0,0.8,12.75,0.0,70.0,00:03:25,6.76,,,
Devin Shore,MIN,C,55,00:08:39,0.13,0.5,5.17,9.58,4.67,0.76,6.43,3.0,00:07:57,0.0,0.0,10.06,7.54,0.0,0.0,22.63,,,,,,
Adam Pelech,NYI,D,60,00:21:06,0.0,0.99,5.16,3.41,4.12,1.52,0.0,6.0,00:18:14,0.0,1.1,4.38,1.64,3.29,2.19,0.0,,,,,,
Jimmy Vesey,"COL, NYR",L,43,00:10:38,0.66,0.39,4.72,4.19,1.57,0.0,0.39,,,,,,,,,,,,,,,
Jordan Martinook,CAR,L,79,00:15:17,0.74,1.04,5.56,4.17,2.58,0.89,1.74,4.0,00:15:31,1.93,0.0,5.8,2.9,2.9,1.93,2.9,,,,,,
Damon Severson,CBJ,D,70,00:19:03,0.27,0.85,4.09,1.93,4.68,2.11,0.0,,,,,,,,,,,,,,,
Colton Sissons,NSH,C,72,00:14:21,0.41,0.81,4.64,5.75,3.89,1.28,19.85,,,,,,,,,,,,,,,
Teddy Blueger,VAN,C,82,00:14:19,0.41,0.92,4.8,5.32,2.2,1.99,26.06,7.0,00:14:31,0.0,1.77,5.31,2.36,1.18,3.54,31.28,,,,,,
Jake McCabe,TOR,D,66,00:21:30,0.08,0.89,3.13,4.99,5.7,1.69,0.0,,,,,,,,,,,,,,,
Brock McGinn,ANA,L,26,00:11:42,0.79,0.79,5.91,11.83,5.52,0.0,0.2,,,,,,,,,,,,,,,
Dominic Toninato,WPG,C,5,00:08:15,0.0,0.0,2.9,10.17,4.36,0.0,4.36,,,,,,,,,,,,,,,
Jaccob Slavin,CAR,D,80,00:21:34,0.21,0.73,3.82,0.73,4.73,0.28,0.0,5.0,00:20:32,0.0,0.58,5.26,0.0,2.34,0.0,0.0,,,,,,
Andreas Athanasiou,CHI,C,8,00:10:01,0.75,0.0,5.98,4.49,4.49,0.0,19.45,,,,,,,,,,,,,,,
Brett Kulak,EDM,D,82,00:20:32,0.25,0.64,4.81,1.0,4.2,0.64,0.0,7.0,00:24:55,0.0,0.69,5.85,0.0,4.47,0.0,0.0,,,,,,
Erik Gustafsson,DET,D,60,00:16:18,0.12,0.98,4.11,1.72,2.7,1.23,0.0,,,,,,,,,,60.0,00:01:37,5.54,,,
Josh Anderson,MTL,R,81,00:14:19,0.78,0.62,5.64,9.05,2.02,4.66,1.5,6.0,00:15:56,0.63,0.63,5.02,10.03,1.88,5.02,1.88,,,,,,
Matthew Benning,S.J,D,7,00:13:02,0.0,0.0,4.6,5.92,6.57,2.63,0.0,,,,,,,,,,,,,,,
Vinnie Hinostroza,"MIN, NSH",C,38,00:13:01,0.61,0.61,5.82,4.97,1.46,1.21,0.85,,,,,,,,,,38.0,00:01:12,3.91,,,
Connor Brown,EDM,R,82,00:14:00,0.68,0.89,6.42,0.99,1.93,0.52,0.84,7.0,00:17:45,1.93,0.0,9.17,0.97,0.97,0.97,1.45,,,,,,
Ben Hutton,VGK,D,11,00:13:13,0.0,0.82,4.53,4.12,7.83,0.0,0.0,5.0,00:15:41,0.0,1.53,2.29,4.59,9.94,0.0,0.0,,,,,,
Alexander Kerfoot,UTA,C,81,00:15:15,0.53,0.83,4.9,2.87,3.25,0.68,12.58,6.0,00:14:52,0.0,2.69,2.69,6.05,4.71,1.34,6.72,,,,,,
Jaycob Megna,FLA,D,8,00:16:06,0.0,0.0,2.33,1.4,4.19,0.93,0.0,7.0,00:16:20,0.0,0.0,2.1,1.57,4.72,1.05,0.0,,,,,,
Liam O'Brien,UTA,C,28,00:09:17,0.0,0.46,7.84,23.05,2.54,11.52,0.0,1.0,00:11:54,0.0,0.0,15.13,10.08,5.04,0.0,0.0,,,,,,
Kurtis MacDermid,N.J,L,23,00:05:46,0.0,0.0,3.16,18.07,3.61,10.39,0.0,,,,,,,,,,,,,,,
Scott Sabourin,S.J,R,1,00:10:27,0.0,0.0,0.0,11.48,5.74,0.0,0.0,,,,,,,,,,,,,,,
Nate Schmidt,FLA,D,80,00:16:31,0.23,0.64,3.18,3.72,3.22,1.36,0.0,7.0,00:18:57,0.0,0.45,4.07,4.52,5.88,0.9,0.0,80.0,00:01:13,2.44,7.0,00:01:29,5.76
Chad Ruhwedel,NYR,D,5,00:14:06,0.0,0.85,0.85,6.81,4.25,0.0,0.0,,,,,,,,,,,,,,,
Kyle Burroughs,L.A,D,33,00:07:49,0.0,0.7,1.4,9.77,3.26,9.07,0.0,4.0,00:09:32,0.0,1.57,1.57,9.44,4.72,12.58,0.0,,,,,,
MacKenzie Weegar,CGY,D,81,00:24:09,0.25,1.2,5.64,6.77,5.89,1.01,0.0,7.0,00:25:45,0.33,1.0,5.32,4.33,5.99,0.0,0.0,81.0,00:02:49,5.49,7.0,00:02:50,6.02
Tyler Motte,DET,C,55,00:11:18,0.39,0.48,6.36,6.94,4.63,0.58,5.79,7.0,00:11:56,0.72,0.0,8.61,6.46,6.46,0.0,17.22,,,,,,
Connor Clifton,BUF,D,73,00:16:02,0.05,0.77,3.23,10.7,5.94,2.3,0.0,7.0,00:18:37,0.46,0.46,2.76,8.75,6.45,2.76,0.0,,,,,,
Carson Soucy,"NYR, VAN",D,75,00:17:54,0.18,0.4,3.62,5.05,4.73,2.05,0.0,,,,,,,,,,,,,,,
Jonny Brodzinski,NYR,C,51,00:11:40,1.21,0.71,7.36,2.72,1.91,0.4,8.16,7.0,00:13:40,1.25,0.0,6.89,1.88,1.25,0.0,10.65,,,,,,
Joshua Brown,EDM,D,10,00:12:36,0.0,0.48,4.28,9.99,8.56,5.23,0.0,2.0,00:17:07,0.0,0.0,7.01,14.01,12.26,3.5,0.0,,,,,,
Hudson Fasching,NYI,R,43,00:11:04,0.25,0.25,6.42,3.53,2.14,0.76,0.25,7.0,00:14:09,1.21,0.0,12.11,3.03,1.21,0.0,0.61,,,,,,
John Hayden,SEA,C,20,00:08:30,0.35,0.35,7.05,15.51,6.7,10.93,10.93,5.0,00:09:12,0.0,0.0,7.82,11.73,7.82,15.64,18.25,,,,,,
Pavel Buchnevich,STL,L,76,00:19:01,0.83,1.54,6.02,1.83,1.33,0.95,3.53,7.0,00:20:00,2.14,1.71,6.42,1.28,0.0,0.0,0.86,76.0,00:02:17,4.15,7.0,00:02:49,3.04
Jake Guentzel,T.B,C,80,00:19:59,1.54,1.46,8.14,1.05,1.95,0.9,6.64,6.0,00:19:13,1.56,1.56,7.28,1.04,0.0,0.0,3.64,80.0,00:03:25,6.13,6.0,00:03:22,11.83
Mattias Janmark,EDM,C,80,00:13:17,0.11,0.9,2.88,2.54,1.97,1.24,5.47,7.0,00:15:14,0.0,0.0,2.25,3.94,1.12,2.25,12.37,,,,,,
Anthony Duclair,NYI,L,44,00:15:02,0.63,0.36,5.44,2.36,1.9,0.91,0.0,,,,,,,,,,44.0,00:01:43,2.38,,,
Carter Verhaeghe,FLA,C,81,00:17:52,0.83,1.37,10.03,3.94,1.16,1.91,0.66,6.0,00:16:58,1.77,1.77,8.84,2.36,1.18,4.71,1.18,81.0,00:02:33,4.63,,,
Oliver Bjorkstrand,"SEA, T.B",R,79,00:15:08,1.05,1.25,7.72,3.71,1.3,0.9,0.15,,,,,,,,,,79.0,00:02:17,3.99,,,
Miles Wood,COL,L,37,00:11:21,0.57,0.57,8.57,6.85,2.14,6.85,0.43,5.0,00:12:53,1.86,1.86,6.51,3.72,1.86,0.0,0.0,,,,,,
Nick Paul,T.B,L,76,00:16:26,1.06,0.91,6.77,3.17,1.49,1.44,18.87,7.0,00:16:58,0.0,0.51,5.05,2.02,1.52,0.0,17.17,76.0,00:01:07,3.51,,,
Andrew Copp,DET,C,56,00:14:42,0.73,0.95,4.96,0.66,2.55,0.58,23.17,,,,,,,,,,,,,,,
Ryan Graves,PIT,D,61,00:14:59,0.07,0.2,2.56,4.92,4.79,1.9,0.0,7.0,00:13:55,0.0,0.0,0.62,7.38,1.85,0.0,0.0,,,,,,
Andre Burakovsky,SEA,L,79,00:14:25,0.53,1.42,6.06,1.74,1.42,0.63,0.16,7.0,00:14:33,1.18,2.36,4.12,0.59,1.77,0.0,0.0,79.0,00:01:36,3.78,7.0,00:02:32,6.74
Michael McCarron,NSH,"C, R",74,00:13:45,0.29,0.53,4.71,8.78,3.59,6.01,29.58,,,,,,,,,,,,,,,
Shea Theodore,VGK,D,67,00:21:59,0.29,2.04,5.21,0.24,3.34,1.06,0.0,7.0,00:23:28,0.0,2.19,4.02,0.37,3.65,0.73,0.0,67.0,00:02:39,6.4,7.0,00:02:57,0.0
Jason Dickinson,CHI,C,59,00:15:41,0.45,0.58,3.63,6.54,3.43,2.46,29.21,,,,,,,,,,,,,,,
Ryan Hartman,MIN,R,69,00:14:58,0.64,0.87,9.18,4.24,2.38,3.78,16.38,7.0,00:12:45,0.0,1.34,9.41,3.36,3.36,2.69,23.52,69.0,00:01:19,4.59,,,
J.T. Compher,DET,L,76,00:16:40,0.52,0.99,4.64,1.37,3.03,1.14,21.63,7.0,00:15:55,1.08,0.0,4.84,1.61,3.77,1.08,20.99,76.0,00:01:26,4.9,7.0,00:01:38,0.0
Robert Hagg,VGK,D,2,00:11:08,0.0,0.0,0.0,29.62,5.39,0.0,0.0,,,,,,,,,,,,,,,
Steven Santini,T.B,D,1,00:11:37,0.0,0.0,5.16,5.16,10.33,0.0,0.0,,,,,,,,,,,,,,,
Artturi Lehkonen,COL,L,69,00:20:22,1.15,0.77,6.31,1.41,1.66,1.45,0.3,6.0,00:19:05,0.0,1.05,11.53,2.62,1.57,3.14,0.0,69.0,00:02:19,1.86,,,
William Carrier,CAR,L,43,00:11:43,0.48,0.83,5.71,18.55,1.43,1.9,0.71,4.0,00:12:52,0.0,2.33,6.99,23.29,1.16,0.0,1.16,,,,,,
Tyler Bertuzzi,CHI,L,82,00:16:00,1.05,1.05,5.99,2.74,1.28,2.33,1.01,7.0,00:15:39,1.64,1.09,6.02,1.64,0.0,2.19,1.09,82.0,00:02:29,5.88,7.0,00:02:17,7.48
Brett Pesce,N.J,D,72,00:21:19,0.12,0.55,3.87,0.94,5.39,1.13,0.0,6.0,00:22:21,0.0,1.34,2.68,0.45,3.13,2.68,0.0,,,,,,
Nathan MacKinnon,COL,C,79,00:22:46,1.07,2.8,10.67,1.23,1.93,1.37,25.2,4.0,00:24:18,1.23,2.47,12.96,0.62,0.62,1.23,25.3,79.0,00:03:49,7.54,4.0,00:04:57,6.06
Aleksander Barkov,FLA,C,67,00:20:15,0.88,2.25,6.59,3.85,2.39,0.71,25.64,3.0,00:16:52,1.19,3.56,8.3,1.19,0.0,0.0,21.34,67.0,00:03:16,7.64,,,
Jonathan Drouin,COL,L,43,00:18:10,0.84,2.0,4.3,1.07,0.92,0.46,0.69,,,,,,,,,,43.0,00:03:04,5.46,,,
Seth Jones,"CHI, FLA",D,63,00:24:38,0.35,1.04,4.99,3.71,4.21,0.85,0.0,,,,,,,,,,63.0,00:02:31,7.18,,,
Elias Lindholm,BOS,C,82,00:18:04,0.69,1.21,6.15,4.53,3.2,0.57,30.72,7.0,00:17:30,1.96,2.45,9.3,1.47,3.43,0.0,34.77,82.0,00:02:57,3.47,7.0,00:02:03,0.0
Sean Monahan,CBJ,C,54,00:19:00,1.11,2.22,7.48,1.75,1.99,1.17,36.0,7.0,00:17:00,1.01,3.02,4.03,2.02,3.02,2.02,44.34,54.0,00:02:34,6.06,7.0,00:01:32,16.62
Darnell Nurse,EDM,D,76,00:22:22,0.18,0.99,6.63,5.68,4.8,2.54,0.0,6.0,00:23:12,0.0,1.29,6.46,4.74,3.88,7.32,0.0,76.0,00:01:02,2.28,6.0,00:01:55,0.0
Rasmus Ristolainen,PHI,D,63,00:20:31,0.19,0.7,4.64,4.5,4.36,0.65,0.0,,,,,,,,,,63.0,00:01:02,2.73,,,
Bo Horvat,NYI,C,81,00:20:10,1.03,1.06,8.92,3.67,1.47,0.59,28.16,7.0,00:19:18,1.33,0.89,10.21,1.78,1.78,0.89,28.42,81.0,00:02:54,1.78,7.0,00:02:57,0.0
Valeri Nichushkin,COL,R,43,00:19:44,1.48,0.92,8.34,3.89,1.48,0.57,0.21,6.0,00:21:48,0.92,0.92,7.79,5.96,0.92,1.83,0.0,43.0,00:03:02,3.66,6.0,00:04:09,2.41
Max Domi,TOR,C,74,00:14:10,0.46,1.43,5.32,1.77,1.72,4.35,15.62,7.0,00:13:59,0.0,1.84,2.45,3.06,2.45,5.51,6.74,74.0,00:01:12,4.73,,,
Josh Morrissey,WPG,D,80,00:24:23,0.43,1.48,5.29,1.51,3.47,0.68,0.0,6.0,00:25:58,0.77,1.54,5.39,1.54,3.85,0.0,0.0,80.0,00:02:51,5.78,6.0,00:02:58,0.0
Alexander Wennberg,S.J,C,77,00:18:51,0.41,1.03,3.39,1.24,3.31,0.58,20.99,7.0,00:22:29,0.0,0.38,3.05,0.0,3.43,1.52,25.92,77.0,00:02:47,2.8,7.0,00:02:10,0.0
Ryan Pulock,NYI,D,74,00:21:04,0.19,0.69,3.73,3.85,5.96,0.62,0.0,6.0,00:19:31,0.0,0.51,3.58,7.17,3.07,1.02,0.0,,,,6.0,00:01:47,0.0
Nikita Zadorov,BOS,D,81,00:20:36,0.14,0.65,3.77,7.87,3.85,5.21,0.0,7.0,00:20:58,0.0,2.04,1.63,12.26,4.09,3.27,0.0,,,,,,
Curtis Lazar,N.J,C,48,00:10:34,0.24,0.35,3.19,12.42,2.01,1.66,24.25,3.0,00:09:50,0.0,0.0,0.0,12.2,0.0,0.0,16.26,,,,,,
Anthony Mantha,CGY,R,13,00:13:54,1.33,1.0,4.98,4.98,2.66,3.65,1.0,,,,,,,,,,13.0,00:01:58,2.33,,,
Ross Johnston,ANA,L,43,00:08:41,0.16,0.48,1.44,21.51,3.21,11.56,0.0,,,,,,,,,,,,,,,
Dakota Mermis,"TOR, UTA",D,4,00:15:12,0.0,0.99,5.92,2.96,3.95,1.97,0.0,,,,,,,,,,,,,,,
Nathan Walker,STL,L,73,00:12:06,0.54,0.54,4.89,19.08,4.14,4.28,5.57,7.0,00:13:06,0.0,1.31,5.23,20.27,7.19,2.62,0.65,,,,,,
Joel Hanley,CGY,D,53,00:18:34,0.12,0.43,2.56,3.35,5.48,1.28,0.0,6.0,00:21:49,0.46,0.92,2.75,2.29,4.58,0.92,0.0,,,,,,
Conor Sheary,T.B,L,5,00:11:19,0.0,0.0,3.18,2.12,1.06,4.24,0.0,,,,,,,,,,,,,,,
Trevor van Riemsdyk,WSH,D,82,00:17:39,0.04,0.83,3.31,0.41,6.26,1.41,0.0,7.0,00:19:38,0.0,0.0,3.05,0.44,7.42,6.98,0.0,,,,,,
Jordan Oesterle,"BOS, NSH",D,37,00:17:09,0.38,0.57,3.59,2.55,5.39,0.38,0.0,,,,,,,,,,,,,,,
Patrick Brown,BOS,C,15,00:10:33,0.0,0.38,4.16,17.42,4.54,3.03,7.57,1.0,00:11:28,0.0,0.0,0.0,10.47,5.23,10.47,5.23,,,,,,
Garnet Hathaway,PHI,R,67,00:11:51,0.75,0.83,6.04,19.4,4.6,4.38,0.53,7.0,00:11:43,1.46,0.73,2.92,28.51,3.66,7.31,0.0,,,,,,
Frederick Gaudreau,MIN,C,82,00:15:39,0.84,0.89,5.14,2.2,2.85,0.37,24.71,7.0,00:16:40,0.0,1.54,3.6,3.08,2.57,0.0,24.15,82.0,00:01:11,3.08,,,
Tomas Nosek,FLA,L,59,00:09:49,0.1,0.83,4.87,8.6,2.49,1.04,24.45,5.0,00:12:31,0.0,0.0,6.71,16.29,0.0,0.0,28.75,,,,,,
Aaron Ekblad,FLA,D,56,00:23:30,0.14,1.37,4.83,4.06,2.92,2.42,0.0,,,,,,,,,,56.0,00:02:40,4.4,,,
Sam Reinhart,FLA,C,79,00:20:30,1.44,1.56,7.89,3.78,2.3,1.0,7.85,4.0,00:18:06,1.66,0.83,7.46,7.46,1.66,0.0,9.94,79.0,00:03:14,7.02,,,
Leon Draisaitl,EDM,C,71,00:21:31,2.04,2.12,9.47,0.86,1.06,1.34,25.53,,,,,,,,,,71.0,00:03:16,8.76,,,
Sam Bennett,FLA,C,76,00:17:27,1.13,1.18,10.9,6.47,2.04,4.07,20.35,3.0,00:18:19,0.0,1.09,8.74,2.18,1.09,4.37,16.38,76.0,00:02:21,3.68,,,
Haydn Fleury,WPG,D,39,00:15:55,0.0,0.68,3.67,4.64,5.41,0.58,0.0,2.0,00:16:37,0.0,0.0,1.8,3.61,3.61,0.0,0.0,,,,,,
William Nylander,TOR,R,82,00:19:30,1.69,1.46,9.49,0.53,1.01,0.98,2.85,7.0,00:17:19,1.48,0.49,6.93,0.0,0.99,0.99,4.45,82.0,00:03:13,6.82,7.0,00:03:06,0.0
Nikolaj Ehlers,WPG,L,69,00:15:47,1.32,2.15,9.58,2.09,1.82,0.94,0.28,3.0,00:11:36,0.0,0.0,6.9,1.72,3.45,12.07,0.0,69.0,00:02:32,7.55,,,
Kevin Fiala,L.A,L,81,00:18:30,1.4,1.0,9.76,2.52,0.88,1.52,0.6,7.0,00:18:42,2.75,1.38,12.38,2.29,0.0,0.92,0.0,81.0,00:03:03,6.05,7.0,00:05:06,10.06
Jakub Vrana,"NSH, WSH",L,39,00:10:21,1.34,0.74,6.99,2.82,1.19,1.49,1.04,,,,,,,,,,,,,,,
Dylan Larkin,DET,C,82,00:20:04,1.09,1.46,8.53,1.6,1.2,1.46,31.75,7.0,00:19:28,0.88,1.76,4.84,1.32,2.2,0.88,29.04,82.0,00:03:08,6.28,7.0,00:02:49,3.04
Sonny Milano,WSH,L,3,00:07:12,0.0,0.0,11.09,2.77,0.0,0.0,0.0,,,,,,,,,,,,,,,
Travis Sanheim,PHI,D,82,00:24:29,0.24,0.66,4.15,2.51,5.08,1.19,0.0,7.0,00:24:14,0.35,0.35,5.3,4.24,4.24,2.12,0.0,,,,,,
Alex Tuch,BUF,R,82,00:19:15,1.37,1.18,7.49,2.77,4.29,1.79,2.93,7.0,00:18:03,1.9,1.42,8.07,2.37,3.8,3.32,1.9,82.0,00:02:19,3.47,7.0,00:02:05,8.19
Tony DeAngelo,NYI,D,35,00:23:20,0.29,1.1,5.58,1.25,3.08,0.73,0.0,7.0,00:23:00,0.0,0.74,5.96,1.49,2.98,1.49,0.0,35.0,00:03:01,2.27,7.0,00:03:33,2.41
Nick Schmaltz,UTA,C,82,00:18:35,0.79,1.69,7.32,0.55,1.77,0.55,7.28,7.0,00:15:31,1.66,1.1,9.38,0.55,2.76,0.0,7.73,82.0,00:03:16,5.59,7.0,00:03:41,11.62
Robby Fabbri,ANA,C,44,00:16:12,0.67,0.67,5.47,4.71,2.44,1.68,5.97,,,,,,,,,,44.0,00:01:08,0.0,,,
