Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
David Gustafsson,WPG,C,36,00:08:58,0.37,0.74,5.57,3.53,3.34,1.3,18.37,4.0,00:09:08,0.0,0.0,4.92,1.64,0.0,0.0,6.56,,,,,,
Linus Karlsson,VAN,C,23,00:10:55,0.72,0.72,6.68,6.44,1.91,1.43,0.24,7.0,00:12:04,0.71,2.13,5.68,5.68,2.13,0.0,0.0,,,,,,
Martin Pospisil,CGY,C,81,00:13:48,0.21,1.13,6.12,16.15,1.39,4.51,3.81,6.0,00:12:27,0.0,0.8,8.02,20.06,1.6,0.0,0.8,,,,,,
Jack St. Ivany,PIT,D,19,00:16:22,0.0,0.19,2.32,7.33,4.82,3.28,0.0,,,,,,,,,,,,,,,
Paul Cotter,N.J,C,79,00:13:04,0.93,0.35,5.23,14.17,1.86,3.02,2.38,5.0,00:10:28,0.0,0.0,5.73,14.9,3.44,5.73,0.0,,,,,,
Nikolai Kovalenko,"COL, S.J",R,57,00:12:20,0.6,1.11,3.84,7.08,2.05,1.36,0.17,,,,,,,,,,,,,,,
Cole Koepke,BOS,L,73,00:11:14,0.73,0.51,6.21,12.94,1.9,1.24,0.0,7.0,00:12:27,0.69,0.0,6.88,11.0,3.44,3.44,0.0,,,,,,
Spencer Stastney,NSH,D,23,00:16:10,0.0,0.48,2.42,1.29,3.87,0.65,0.0,1.0,00:13:19,0.0,0.0,9.01,0.0,0.0,9.01,0.0,,,,,,
Scott Perunovich,"NYI, STL",D,35,00:16:00,0.21,0.75,1.93,1.61,3.96,1.07,0.0,,,,,,,,,,35.0,00:01:02,0.0,,,
Angus Crookshank,OTT,L,8,00:09:49,0.0,0.76,6.86,8.39,3.05,0.0,0.76,5.0,00:10:13,0.0,1.17,4.7,10.57,3.52,0.0,1.17,,,,,,
Yegor Sharangovich,CGY,C,73,00:16:39,0.84,0.74,6.32,0.69,1.53,0.39,7.2,7.0,00:14:27,2.37,0.59,9.48,1.19,1.78,1.19,1.78,73.0,00:02:09,3.06,7.0,00:01:51,0.0
Simon Benoit,TOR,D,78,00:16:32,0.05,0.42,2.23,9.48,5.16,2.74,0.0,7.0,00:19:43,0.0,0.43,2.61,5.65,5.65,2.17,0.0,,,,,,
Cole Reinhardt,OTT,L,17,00:08:12,0.43,0.43,5.59,15.92,0.86,6.45,0.43,,,,,,,,,,,,,,,
Reese Johnson,MIN,C,3,00:09:31,0.0,0.0,2.1,12.59,6.3,0.0,0.0,,,,,,,,,,,,,,,
Jake Christiansen,CBJ,D,68,00:12:32,0.07,0.49,4.08,3.52,4.57,0.77,0.0,2.0,00:07:39,0.0,0.0,3.92,3.92,3.92,0.0,0.0,,,,,,
Brayden Pachal,CGY,D,76,00:14:14,0.17,0.5,3.38,8.76,4.6,4.88,0.0,7.0,00:12:54,0.0,1.99,3.32,7.97,3.32,1.33,0.0,,,,,,
Egor Zamula,PHI,D,63,00:16:31,0.17,0.69,2.13,1.38,5.25,0.35,0.0,7.0,00:16:16,0.0,0.0,2.63,2.11,6.32,0.0,0.0,,,,,,
Logan O'Connor,COL,R,80,00:14:07,0.53,0.58,4.73,3.61,2.66,1.38,1.43,7.0,00:14:05,0.0,1.22,3.65,3.65,4.86,4.26,0.61,,,,,,
John Ludvig,COL,D,8,00:12:57,0.0,1.16,5.21,9.27,3.47,3.47,0.0,,,,,,,,,,,,,,,
Kyle MacLean,NYI,C,81,00:09:57,0.3,0.52,4.54,8.03,2.16,1.04,20.3,7.0,00:11:59,0.0,1.43,3.57,7.15,2.14,0.0,32.16,,,,,,
Jake Lucchini,NSH,C,3,00:11:29,0.0,0.0,3.48,3.48,0.0,3.48,1.74,,,,,,,,,,,,,,,
Corey Schueneman,STL,D,4,00:14:03,0.0,0.0,4.27,1.07,7.47,0.0,0.0,,,,,,,,,,,,,,,
Nico Sturm,"FLA, S.J",C,62,00:10:24,0.65,0.65,5.48,9.76,3.16,1.86,23.05,,,,,,,,,,,,,,,
Blake Lizotte,PIT,C,59,00:12:43,0.88,0.72,4.16,4.8,2.32,2.08,14.15,3.0,00:13:58,1.43,0.0,5.73,1.43,5.73,0.0,14.32,,,,,,
Jimmy Schuldt,S.J,D,8,00:13:46,0.0,0.0,2.18,7.07,2.72,0.0,0.0,2.0,00:13:58,0.0,0.0,0.0,6.44,4.29,0.0,0.0,,,,,,
Noah Philp,EDM,C,15,00:09:04,0.0,0.88,7.49,6.61,3.09,0.88,17.63,3.0,00:10:42,0.0,0.0,9.34,11.21,3.74,0.0,16.81,,,,,,
Brett Leason,ANA,R,62,00:12:58,0.37,0.89,5.89,4.77,3.28,1.64,1.71,2.0,00:09:12,0.0,0.0,6.52,9.77,3.26,0.0,0.0,,,,,,
Nolan Foote,N.J,L,7,00:09:49,0.0,0.87,4.36,9.6,0.87,0.0,0.87,2.0,00:11:24,0.0,0.0,7.89,13.16,0.0,0.0,2.63,,,,,,
Peyton Krebs,BUF,C,81,00:13:55,0.53,0.96,4.25,7.12,1.7,3.19,17.33,7.0,00:16:09,0.53,1.59,5.31,7.96,2.12,0.0,17.51,,,,,,
Kirby Dach,MTL,C,57,00:15:40,0.67,0.81,5.64,6.72,2.42,2.69,6.45,,,,,,,,,,57.0,00:02:28,2.97,,,
Bowen Byram,BUF,D,82,00:22:41,0.23,1.0,3.03,2.39,3.77,1.48,0.0,7.0,00:21:09,0.0,1.21,4.05,1.62,4.05,0.0,0.0,82.0,00:01:07,1.3,,,
Matthew Robertson,NYR,D,2,00:17:37,0.0,0.0,3.4,3.4,1.7,0.0,0.0,2.0,00:17:37,0.0,0.0,3.4,3.4,1.7,0.0,0.0,,,,,,
Kaedan Korczak,VGK,D,40,00:15:04,0.0,1.0,3.38,5.87,3.98,0.2,0.0,5.0,00:15:33,0.0,0.0,3.09,4.63,3.86,1.54,0.0,,,,,,
Dylan Cozens,"BUF, OTT",C,82,00:17:03,0.69,1.33,8.06,8.79,1.93,2.92,25.18,,,,,,,,,,82.0,00:02:27,3.58,,,
Alex Turcotte,L.A,C,68,00:11:44,0.68,1.2,5.94,3.46,2.26,1.5,4.13,4.0,00:11:22,1.32,1.32,5.27,10.55,3.96,0.0,19.78,,,,,,
Trevor Zegras,ANA,C,57,00:17:02,0.74,1.24,6.05,3.09,1.67,1.42,4.2,7.0,00:16:11,1.06,1.06,3.18,4.77,0.53,0.0,0.0,57.0,00:02:29,1.69,7.0,00:01:43,0.0
Raphael Lavoie,VGK,C,9,00:10:04,0.0,0.0,6.61,10.58,0.0,1.32,0.0,,,,,,,,,,,,,,,
Nils Hoglander,VAN,L,72,00:12:07,0.55,1.17,5.7,5.08,1.58,2.06,0.0,6.0,00:15:03,1.33,1.33,4.65,2.66,1.33,0.0,0.0,,,,,,
Daniil Misyul,N.J,D,1,00:12:22,0.0,0.0,0.0,4.85,4.85,0.0,0.0,,,,,,,,,,,,,,,
Cole Caufield,MTL,R,82,00:18:04,1.5,1.34,9.72,2.63,1.25,0.57,0.24,7.0,00:17:23,0.99,1.48,9.86,1.48,0.49,0.0,0.49,82.0,00:03:05,4.02,7.0,00:02:42,3.16
Moritz Seider,DET,D,82,00:25:04,0.23,1.11,4.73,6.13,5.28,1.17,0.0,7.0,00:24:11,0.35,1.77,4.96,4.96,3.9,0.0,0.0,82.0,00:02:56,5.97,7.0,00:02:47,6.14
Cam York,PHI,D,66,00:20:46,0.17,0.57,2.84,2.62,5.51,1.14,0.0,7.0,00:19:07,0.0,0.9,0.9,4.03,5.83,1.79,0.0,,,,,,
Bobby Brink,PHI,R,79,00:14:49,0.61,1.49,5.38,4.97,1.54,1.13,0.87,7.0,00:16:19,0.52,2.1,4.2,2.1,1.05,0.0,1.57,79.0,00:01:59,1.53,7.0,00:02:36,0.0
Kaapo Kakko,"NYR, SEA",R,79,00:15:36,0.68,1.46,5.69,3.31,1.36,1.85,2.43,,,,,,,,,,79.0,00:01:33,3.91,,,
John Beecher,BOS,C,78,00:11:17,0.2,0.55,3.0,5.73,4.84,1.77,19.22,5.0,00:11:33,0.0,0.0,5.19,7.27,5.19,2.08,20.76,,,,,,
Matt Boldy,MIN,L,82,00:20:17,0.97,1.66,9.81,1.84,2.49,1.84,2.09,7.0,00:22:47,0.75,3.01,8.27,3.38,2.63,2.26,2.26,82.0,00:03:11,4.81,7.0,00:03:25,5.01
John Farinacci,BOS,C,1,00:10:58,5.47,0.0,5.47,16.41,0.0,0.0,32.83,1.0,00:10:58,5.47,0.0,5.47,16.41,0.0,0.0,32.83,,,,,,
Jack Hughes,N.J,C,62,00:20:54,1.25,1.99,10.6,0.28,1.34,0.83,11.62,,,,,,,,,,62.0,00:03:13,8.12,,,
Arthur Kaliyev,NYR,R,14,00:11:12,1.15,0.38,8.03,2.68,0.76,0.76,0.0,,,,,,,,,,,,,,,
Domenick Fensore,CAR,D,2,00:19:04,0.0,0.0,7.87,4.72,4.72,3.15,0.0,2.0,00:19:04,0.0,0.0,7.87,4.72,4.72,3.15,0.0,,,,,,
Drew Helleson,ANA,D,56,00:16:21,0.26,0.59,4.13,6.49,4.78,3.08,0.0,7.0,00:19:34,0.0,0.44,4.38,6.57,3.07,5.26,0.0,,,,,,
Ryan Johnson,BUF,D,3,00:17:40,0.0,0.0,3.4,1.13,4.53,4.53,0.0,,,,,,,,,,,,,,,
Henry Thrun,S.J,D,60,00:17:30,0.11,0.57,2.97,2.46,3.77,1.71,0.0,7.0,00:21:44,0.39,0.39,1.97,2.37,4.34,0.0,0.0,,,,,,
Alex Vlasic,CHI,D,82,00:23:15,0.13,0.82,3.24,1.86,4.94,0.38,0.0,7.0,00:21:45,0.0,0.79,1.58,1.58,6.31,0.0,0.0,82.0,00:01:25,6.17,,,
Ville Heinola,WPG,D,18,00:14:11,0.0,0.23,2.82,1.88,3.76,0.94,0.0,1.0,00:17:52,0.0,0.0,3.36,3.36,3.36,0.0,0.0,,,,,,
Ryan Suzuki,CAR,C,2,00:06:35,0.0,0.0,0.0,9.1,0.0,0.0,13.65,,,,,,,,,,,,,,,
Philip Tomasino,"NSH, PIT","C, R",61,00:13:03,0.83,0.98,7.83,4.74,1.73,0.6,0.38,,,,,,,,,,61.0,00:01:27,5.41,,,
Connor McMichael,WSH,C,82,00:16:48,1.13,1.35,7.75,1.7,1.57,2.13,2.22,7.0,00:16:23,0.52,1.05,7.32,0.52,1.57,1.05,4.18,82.0,00:01:47,4.1,,,
Thomas Harley,DAL,D,78,00:23:22,0.53,1.12,5.63,1.09,3.62,0.53,0.0,5.0,00:24:09,0.5,0.99,4.97,0.5,4.47,0.0,0.0,78.0,00:02:23,4.84,5.0,00:03:50,3.12
Nicholas Robertson,TOR,L,69,00:12:00,1.09,0.51,8.11,5.72,2.39,1.16,0.22,7.0,00:11:31,2.23,0.0,9.67,9.67,0.74,1.49,0.74,69.0,00:01:01,1.7,,,
Sam Poulin,PIT,R,7,00:10:04,0.0,0.85,2.55,8.51,0.0,1.7,0.0,,,,,,,,,,,,,,,
Jakob Pelletier,"CGY, PHI",L,49,00:11:33,0.74,1.27,5.72,4.98,2.01,1.06,1.38,,,,,,,,,,,,,,,
Jayden Struble,MTL,D,56,00:14:57,0.14,0.79,3.37,8.88,3.87,3.73,0.0,7.0,00:12:19,0.0,0.7,2.78,9.74,0.0,1.39,0.0,,,,,,
Nathan Légaré,N.J,R,3,00:10:40,0.0,0.0,5.62,22.48,1.87,0.0,0.0,,,,,,,,,,,,,,,
Shane Pinto,OTT,C,70,00:17:33,1.03,0.78,6.2,3.56,2.73,1.27,21.68,7.0,00:17:12,1.99,1.0,4.98,5.98,2.99,0.0,16.44,70.0,00:01:07,1.52,,,
Philip Broberg,STL,D,68,00:20:29,0.34,0.9,4.18,1.85,4.43,0.69,0.0,6.0,00:21:03,0.0,0.95,2.38,0.48,9.5,0.0,0.0,,,,,,
Tobias Bjornfot,FLA,D,14,00:13:06,0.0,0.0,3.27,4.25,3.27,0.65,0.0,,,,,,,,,,,,,,,
Simon Holmstrom,NYI,R,75,00:16:51,0.95,1.19,4.55,1.28,2.61,0.38,0.05,7.0,00:15:44,1.09,2.18,5.44,1.09,3.81,0.0,0.0,75.0,00:01:51,2.58,7.0,00:01:50,4.66
Pavel Dorofeyev,VGK,L,82,00:16:31,1.55,0.75,11.25,1.24,1.64,1.33,0.13,7.0,00:17:49,1.44,0.0,13.47,0.0,0.48,0.96,0.0,82.0,00:02:09,5.75,7.0,00:02:58,0.0
Jackson LaCombe,ANA,D,75,00:22:18,0.5,1.04,4.81,2.48,4.63,1.0,0.0,7.0,00:25:13,0.0,0.0,2.72,2.38,3.06,2.72,0.0,75.0,00:02:08,3.37,7.0,00:02:03,0.0
Jordan Spence,L.A,D,79,00:16:47,0.18,1.09,3.89,3.62,3.48,0.72,0.0,7.0,00:18:23,0.47,1.4,4.2,4.2,3.26,0.0,0.0,79.0,00:01:04,3.54,,,
Albert Johansson,DET,D,61,00:16:21,0.18,0.36,2.89,4.21,4.99,1.8,0.0,7.0,00:16:58,0.5,0.0,3.53,3.53,2.52,0.0,0.0,,,,,,
Vladislav Kolyachonok,"PIT, UTA",D,35,00:13:01,0.26,0.66,2.63,3.56,4.08,1.32,0.0,,,,,,,,,,,,,,,
Vasily Podkolzin,EDM,R,82,00:13:12,0.44,0.89,6.31,11.63,2.93,2.66,0.78,7.0,00:14:06,0.61,0.0,4.86,11.54,3.04,12.15,0.0,,,,,,
Alex Newhook,MTL,C,82,00:15:07,0.73,0.53,5.71,4.3,1.55,1.16,11.56,7.0,00:14:47,0.58,0.58,3.48,5.21,1.16,0.0,8.69,82.0,00:01:36,1.82,7.0,00:01:25,0.0
Ilya Mikheyev,CHI,R,80,00:15:40,0.96,0.67,6.6,1.63,0.72,0.77,0.05,7.0,00:17:52,0.96,0.0,4.79,1.92,1.44,0.0,0.0,,,,,,
Joel Kiviranta,COL,L,79,00:12:31,0.97,0.42,5.09,6.85,2.3,1.21,1.4,7.0,00:12:49,0.0,0.0,4.68,7.35,2.67,2.67,2.67,,,,,,
Cole Schwindt,VGK,R,42,00:09:15,0.15,1.08,4.94,6.33,2.62,0.0,17.13,2.0,00:10:12,2.94,0.0,2.94,8.82,2.94,0.0,29.39,,,,,,
Aliaksei Protas,WSH,C,76,00:16:27,1.44,1.73,6.86,0.96,1.58,0.86,0.29,1.0,00:11:39,0.0,0.0,10.3,0.0,0.0,0.0,0.0,,,,,,
Valtteri Puustinen,PIT,R,13,00:09:53,0.93,0.47,3.73,4.67,2.33,1.87,0.0,3.0,00:09:54,2.02,0.0,4.04,10.1,0.0,0.0,0.0,13.0,00:01:05,8.41,,,
