Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Connor Zary,CGY,,,54,0:16:04,0.9,0.97,7.67,1.8,1.8,0.97,6.22,,,,,,,,,,54.0,0:02:10,4.6,,,,F,69,59,61,73,66,16,41,36,50,50,50,50,50,50,50,50,65.6,31.0,55.21999999999999,50.0,50.0,50.0
Dylan Holloway,STL,Hughes your daddy,C;LW,77,0:16:49,1.2,1.71,8.24,7.6,2.32,0.46,2.83,2.0,0:13:23,0.0,2.24,2.24,15.68,2.24,0.0,0.0,77.0,0:01:40,6.08,,,,F,84,88,78,78,47,71,58,20,13,87,50,5,15,93,63,19,75.0,49.66666666666666,67.4,34.0,58.333333333333336,41.3
Lucas Raymond,DET,P Diddlers,RW,82,0:18:46,1.05,2.06,7.48,1.64,1.32,0.7,0.04,7.0,0:15:48,0.54,2.71,8.67,2.71,1.08,0.0,0.0,82.0,0:03:04,8.79,7.0,0:02:37,6.51,F,77,94,93,71,13,14,25,27,43,92,73,74,15,38,32,19,69.6,22.0,55.31999999999999,59.4,29.666666666666668,50.48
Marco Rossi,MIN,,,82,0:18:14,0.96,1.44,5.45,2.53,1.64,1.04,18.61,7.0,0:17:46,0.96,1.45,6.75,3.86,1.45,0.0,17.35,82.0,0:02:23,4.89,7.0,0:02:23,10.74,F,73,81,65,45,89,25,35,38,63,72,85,57,86,51,43,19,70.6,32.666666666666664,59.21999999999999,72.6,37.66666666666666,62.11999999999999
Kaiden Guhle,MTL,Sask Squatches,D;IR;IR+,55,0:21:10,0.31,0.62,3.66,5.36,6.39,2.42,0.0,7.0,0:21:15,0.81,0.4,3.23,10.08,6.45,5.24,0.0,,,,,,,D,72,50,50,50,48,78,84,76,96,38,50,47,47,94,82,95,54.0,79.33333333333333,61.6,55.6,90.33333333333331,66.02
Jake Neighbours,STL,,,82,0:15:53,1.01,1.1,5.62,8.01,2.58,2.58,0.23,7.0,0:15:51,1.62,0.54,3.24,9.19,3.78,2.7,0.0,82.0,0:01:57,4.48,7.0,0:01:49,0.0,F,75,66,59,48,16,73,65,74,83,36,9,14,15,82,84,79,52.8,70.66666666666667,58.16,31.4,81.66666666666667,46.48
Ridly Greig,OTT,,,78,0:17:04,0.59,0.95,5.36,6.22,2.12,2.7,9.37,6.0,0:18:06,0.55,1.66,6.62,3.86,0.55,1.1,16.01,78.0,0:01:49,3.81,6.0,0:03:00,0.0,F,47,58,48,44,76,62,52,76,43,77,9,55,84,51,16,53,54.6,63.333333333333336,57.22,53.6,40.0,49.52
Seth Jarvis,CAR,Bros before Ahos,C;LW;RW,73,0:19:21,1.36,1.49,8.66,3.91,2.17,0.68,2.21,5.0,0:17:18,1.39,2.77,11.1,2.08,2.08,1.39,2.77,73.0,0:03:23,4.61,5.0,0:02:11,5.49,F,89,82,61,81,41,41,53,27,78,92,68,87,47,30,59,60,70.8,40.333333333333336,61.66,74.4,49.66666666666666,66.97999999999999
Tyler Kleven,OTT,,,79,0:14:27,0.21,0.32,4.1,5.46,5.09,1.42,0.0,7.0,0:16:50,0.0,1.02,4.58,5.09,3.56,1.02,0.0,,,,,,,D,55,23,50,60,48,78,67,52,28,72,50,68,47,77,48,52,47.2,65.66666666666667,52.74,53.0,59.0,54.8
Jack Quinn,BUF,,,74,0:14:51,0.82,1.31,6.71,2.13,1.25,0.98,0.05,7.0,0:13:43,0.62,1.87,5.0,0.62,0.62,2.5,0.0,74.0,0:02:13,4.74,,,,F,64,76,63,62,14,20,22,36,47,81,50,36,15,10,18,77,55.8,26.0,46.85999999999999,45.8,35.0,42.56
Danil Gushchin,S.J,,,12,0:12:18,0.0,0.41,6.5,2.44,2.44,2.44,0.41,2.0,0:13:12,0.0,0.0,6.82,2.27,2.27,0.0,0.0,12.0,0:01:18,0.0,,,,F,6,22,1,60,19,24,61,72,13,12,50,58,15,33,63,19,21.6,52.333333333333336,30.82,29.6,38.333333333333336,32.22
Vasily Ponomarev,PIT,,,7,0:10:01,0.0,0.0,6.84,4.27,1.71,1.71,11.97,3.0,0:11:06,0.0,0.0,7.2,7.2,1.8,0.0,23.4,,,,,,,F,6,4,50,64,81,45,38,57,13,12,50,61,90,74,52,19,41.0,46.66666666666666,42.7,45.2,48.333333333333336,46.14
Ozzy Wiesblatt,NSH,,,5,0:11:06,0.0,1.08,4.32,14.05,3.24,0.0,0.0,1.0,0:11:18,0.0,0.0,5.31,26.55,5.31,0.0,0.0,,,,,,,F,6,65,50,27,13,90,79,7,13,12,50,40,15,98,93,19,32.2,58.66666666666666,40.14,26.0,70.0,39.2
Jake Sanderson,OTT,Boats and Ahos,D,80,0:24:26,0.34,1.41,5.98,1.17,5.0,0.37,0.0,6.0,0:24:49,0.4,2.01,10.07,0.4,5.24,0.0,0.0,80.0,0:03:26,6.54,6.0,0:04:55,6.1,D,77,93,82,86,48,13,65,15,78,94,73,96,47,8,71,17,77.2,31.0,63.34,77.6,32.0,63.92
Alexis Lafrenière,NYR,P Diddlers,LW;RW,82,0:17:00,0.73,1.2,6.58,5.16,1.16,1.64,0.56,7.0,0:14:34,0.59,0.59,4.7,5.88,1.76,5.88,0.0,82.0,0:01:34,1.86,,,,F,58,71,12,61,21,54,19,56,45,39,50,32,15,67,51,94,44.6,43.0,44.12,36.2,70.66666666666667,46.54
Dawson Mercer,N.J,P Diddlers,C;RW,82,0:17:53,0.78,0.7,5.77,1.68,2.45,0.65,3.93,7.0,0:19:25,0.88,1.32,5.29,0.88,2.21,1.76,6.18,82.0,0:01:33,3.76,7.0,0:01:43,4.95,F,62,42,47,50,55,15,61,26,60,68,65,39,65,14,62,67,51.2,34.0,46.03999999999999,59.4,47.66666666666666,55.88
Justin Barron,"MTL, NSH",,,62,0:17:25,0.33,0.39,4.05,4.39,4.61,1.28,0.0,,,,,,,,,,,,,,,,D,75,29,50,59,48,68,58,47,50,50,50,50,50,50,50,50,52.2,57.66666666666666,53.84,50.0,50.0,50.0
Anton Lundell,FLA,Autodraft Anomalies,C,79,0:16:42,0.77,1.27,7.18,5.0,2.45,1.64,24.63,5.0,0:17:46,0.67,0.67,11.47,2.02,1.35,0.0,27.67,79.0,0:01:17,3.54,,,,F,61,74,43,68,92,52,61,56,50,43,50,88,92,29,40,19,67.6,56.333333333333336,64.22,64.6,29.33333333333333,54.01999999999999
Tim Stützle,OTT,Trocheck Backcheck Paycheque,C;LW,82,0:19:48,0.89,2.03,5.98,4.73,1.66,1.7,7.2,7.0,0:18:28,1.39,1.86,8.82,6.5,2.32,5.57,15.31,82.0,0:03:29,6.91,7.0,0:04:21,7.86,F,69,93,84,53,70,50,36,57,78,81,78,75,84,71,64,94,73.8,47.66666666666666,65.96,79.2,76.33333333333333,78.34
Lukas Reichel,CHI,,,70,0:11:54,0.58,1.01,5.18,1.73,2.09,0.86,10.22,4.0,0:10:45,1.39,0.0,5.57,0.0,2.79,0.0,0.0,70.0,0:01:05,1.58,,,,F,46,61,8,41,78,16,51,33,78,12,50,43,15,3,73,19,46.8,33.333333333333336,42.76,39.6,31.666666666666668,37.22
Sam Colangelo,ANA,,,32,0:12:29,1.5,0.3,6.16,10.06,2.55,0.3,0.6,7.0,0:13:04,1.31,0.0,5.9,9.17,1.31,0.0,0.0,32.0,0:01:12,3.09,,,,F,92,16,34,55,22,81,64,15,76,12,50,47,15,82,39,19,43.8,53.333333333333336,46.66,40.0,46.66666666666666,42.0
Brock Faber,MIN,Trocheck Backcheck Paycheque,D,78,0:25:31,0.3,0.57,3.74,1.05,3.47,0.69,0.0,7.0,0:27:30,0.93,0.62,6.86,0.31,4.05,0.62,0.0,78.0,0:02:15,3.41,,,,D,71,45,42,52,48,11,32,26,98,52,50,87,47,7,56,39,51.6,23.0,43.02,66.8,34.0,56.96
Quinton Byfield,L.A,P Diddlers,C;LW,81,0:18:37,0.91,1.23,6.28,3.18,1.31,1.83,16.51,6.0,0:19:13,2.08,1.56,6.76,4.16,1.56,3.12,17.69,81.0,0:01:59,2.6,6.0,0:04:27,6.72,F,70,72,25,57,87,33,24,60,91,74,74,57,86,54,46,83,62.2,39.0,55.24,76.4,61.0,71.78
Alexander Holtz,VGK,,,53,0:11:35,0.39,0.78,6.74,3.81,1.47,0.98,0.29,4.0,0:12:23,1.21,0.0,8.47,0.0,2.42,2.42,0.0,,,,,,,F,31,47,50,63,17,40,30,36,73,12,50,72,15,3,66,76,41.6,35.333333333333336,39.72,44.4,48.333333333333336,45.58
Emil Andrae,PHI,,,42,0:17:20,0.08,0.49,4.28,3.79,4.12,1.32,0.0,7.0,0:13:44,0.0,0.62,3.12,3.12,3.12,1.25,0.0,42.0,0:01:19,3.25,,,,D,30,38,39,63,48,60,47,49,28,52,50,45,47,57,40,58,43.6,52.0,46.12,44.4,51.66666666666666,46.58
Donovan Sebrango,OTT,,,2,0:10:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,D,16,4,50,1,48,1,1,6,50,50,50,50,50,50,50,50,23.8,2.6666666666666665,17.46,50.0,50.0,50.0
Brett Berard,NYR,,,35,0:10:42,0.96,0.64,9.44,8.48,3.2,1.28,0.48,4.0,0:11:48,2.54,0.0,15.25,10.17,2.54,0.0,0.0,,,,,,,F,73,38,50,86,20,75,78,46,95,12,50,96,15,85,68,19,53.4,66.33333333333333,57.28,53.6,57.333333333333336,54.72
Thomas Bordeleau,S.J,,,1,0:10:37,0.0,0.0,5.64,0.0,0.0,0.0,5.64,1.0,0:10:37,0.0,0.0,5.64,0.0,0.0,0.0,5.64,,,,,,,F,6,4,50,48,64,1,1,7,13,12,50,44,63,3,4,19,34.4,3.0,24.98,36.4,8.666666666666666,28.08
Jamie Drysdale,PHI,,,70,0:19:55,0.3,0.56,2.71,0.77,4.39,0.95,0.0,7.0,0:19:15,0.45,0.0,3.12,1.34,5.34,1.78,0.0,70.0,0:02:10,2.76,,,,D,71,45,30,27,48,7,53,36,82,13,50,45,47,25,72,70,44.2,32.0,40.54,47.4,55.66666666666666,49.88
Jack Thompson,S.J,,,31,0:15:47,0.49,0.74,5.03,1.47,6.62,1.23,0.0,5.0,0:16:40,0.0,1.44,2.16,0.0,10.8,0.0,0.0,31.0,0:01:08,5.1,,,,D,91,61,68,76,48,19,86,46,28,85,50,27,47,3,96,17,68.8,50.333333333333336,63.26,47.4,38.66666666666666,44.78
Mavrik Bourque,DAL,,,73,0:12:41,0.71,0.91,5.18,2.98,2.4,0.52,10.43,7.0,0:14:05,0.61,0.0,5.47,3.04,3.65,0.0,6.69,,,,,,,F,57,55,50,41,78,31,60,21,46,12,50,42,67,42,83,19,56.2,37.333333333333336,50.54,43.4,48.0,44.78
Luke Evangelista,NSH,,,68,0:13:52,0.64,1.4,8.52,1.78,0.83,1.4,0.0,7.0,0:15:47,0.54,2.17,12.49,1.63,0.54,0.0,0.0,68.0,0:01:18,3.39,7.0,0:01:49,0.0,F,51,79,40,80,13,16,10,49,43,86,9,91,15,24,16,19,52.6,25.0,44.32,48.8,19.666666666666668,40.06
Hendrix Lapierre,WSH,,,27,0:09:47,0.0,1.81,4.08,2.95,3.18,0.91,9.07,,,,,,,,,,,,,,,,F,6,90,50,24,75,30,78,34,50,50,50,50,50,50,50,50,49.0,47.333333333333336,48.5,50.0,50.0,50.0
Cole Perfetti,WPG,The Epstein Islanders,C;LW;RW,82,0:15:11,0.87,1.54,6.89,3.42,2.17,0.96,1.01,7.0,0:17:47,0.48,0.96,6.26,2.41,0.96,0.0,0.96,82.0,0:01:42,6.4,7.0,0:02:50,0.0,F,68,84,81,65,28,36,53,36,39,55,9,51,29,35,28,19,65.2,41.66666666666666,58.14,36.6,27.33333333333333,33.82
Brendan Brisson,VGK,,,9,0:09:52,0.0,0.0,4.73,6.08,0.0,0.0,0.0,,,,,,,,,,,,,,,,F,6,4,50,34,13,61,1,7,50,50,50,50,50,50,50,50,21.4,23.0,21.88,50.0,50.0,50.0
Alex Laferriere,L.A,,,77,0:16:31,0.9,1.08,9.1,5.84,2.03,0.94,1.7,7.0,0:15:30,1.66,2.21,12.17,8.29,2.21,0.0,6.64,77.0,0:01:41,1.85,,,,F,69,65,12,84,36,59,49,35,84,86,50,90,67,79,62,19,53.2,47.66666666666666,51.54,75.4,53.333333333333336,68.78
Will Cuylle,NYR,Bros before Ahos,LW;RW,82,0:15:04,0.97,1.21,7.38,14.56,2.43,2.04,0.49,7.0,0:15:03,1.14,2.28,9.68,11.38,3.98,1.14,0.57,,,,,,,F,73,72,50,70,20,91,61,65,70,87,50,80,24,87,86,54,57.0,72.33333333333333,61.6,62.2,75.66666666666667,66.24
Tyson Foerster,PHI,,,81,0:16:51,1.1,0.79,6.24,3.29,2.37,2.15,0.0,7.0,0:17:49,3.37,0.48,7.69,2.89,1.44,1.92,0.0,81.0,0:01:56,3.05,7.0,0:02:40,9.59,F,80,48,34,56,13,34,59,67,98,33,83,66,15,41,43,69,46.2,53.333333333333336,48.34,59.0,51.0,56.6
Shakir Mukhamadullin,S.J,,,30,0:18:04,0.22,0.77,3.32,2.77,5.65,0.89,0.0,,,,,,,,,,,,,,,,D,57,63,50,42,48,44,76,34,50,50,50,50,50,50,50,50,52.0,51.333333333333336,51.8,50.0,50.0,50.0
Helge Grans,PHI,,,6,0:14:27,0.0,0.69,3.46,2.77,3.46,1.38,0.0,,,,,,,,,,,,,,,,D,16,56,50,45,48,44,32,50,50,50,50,50,50,50,50,50,43.0,42.0,42.7,50.0,50.0,50.0
Landon Slaggert,CHI,,,33,0:12:18,0.3,0.59,5.02,3.69,1.92,3.4,0.0,7.0,0:11:34,0.0,2.22,3.7,2.96,1.48,1.48,0.0,,,,,,,F,24,34,50,38,13,39,45,84,13,87,50,19,15,41,44,61,31.8,56.0,39.06,36.8,48.66666666666666,40.36
JJ Peterka,BUF,,,77,0:18:11,1.16,1.76,7.41,1.29,0.69,1.46,0.09,7.0,0:16:25,2.09,2.09,7.31,0.52,2.09,2.09,0.0,77.0,0:02:54,4.82,7.0,0:02:03,12.46,F,82,89,64,70,14,11,7,51,91,85,88,62,15,9,59,72,63.8,23.0,51.56,68.2,46.66666666666666,61.74
Wyatt Kaiser,CHI,,,57,0:18:07,0.23,0.23,3.83,3.08,5.4,0.81,0.0,6.0,0:19:36,0.0,0.0,2.55,4.08,5.1,0.0,0.0,,,,,,,D,59,16,50,54,48,49,72,31,28,13,50,35,47,68,70,17,45.4,50.66666666666666,46.98,34.6,51.66666666666666,39.72
Marat Khusnutdinov,"BOS, MIN",,,75,0:12:05,0.33,0.46,2.71,3.64,3.11,1.32,12.51,,,,,,,,,,,,,,,,F,26,25,50,7,82,38,76,47,50,50,50,50,50,50,50,50,38.0,53.66666666666666,42.7,50.0,50.0,50.0
Ian Moore,ANA,,,3,0:13:38,0.0,1.47,5.87,1.47,1.47,0.0,0.0,3.0,0:13:38,0.0,1.47,5.87,1.47,1.47,0.0,0.0,,,,,,,D,16,94,50,85,48,19,2,6,28,86,50,80,47,28,11,17,58.6,9.0,43.72,58.2,18.666666666666668,46.34
Isaak Phillips,CHI,,,3,0:11:53,1.68,0.0,5.04,5.04,6.73,0.0,0.0,,,,,,,,,,,,,,,,D,99,4,50,76,48,75,87,6,50,50,50,50,50,50,50,50,55.4,56.0,55.58,50.0,50.0,50.0
Gage Goncalves,T.B,,,60,0:12:47,0.63,0.94,4.77,5.55,1.56,1.09,0.23,7.0,0:16:19,1.58,1.58,8.4,5.25,0.53,2.1,0.0,,,,,,,F,50,57,50,34,16,57,33,40,82,75,50,72,15,63,16,72,41.4,43.333333333333336,41.98,58.8,50.333333333333336,56.26
Ethan Cardwell,S.J,,,6,0:11:31,0.87,0.0,4.34,6.94,2.6,1.73,0.87,,,,,,,,,,,,,,,,F,68,4,50,28,26,67,65,58,50,50,50,50,50,50,50,50,35.2,63.333333333333336,43.64,50.0,50.0,50.0
Rory Kerins,CGY,,,5,0:12:13,0.0,3.93,2.94,3.93,1.96,0.0,1.96,,,,,,,,,,,,,,,,F,6,99,50,9,39,42,46,7,50,50,50,50,50,50,50,50,40.6,31.666666666666668,37.92,50.0,50.0,50.0
Riley Duran,BOS,,,2,0:12:43,0.0,0.0,11.79,14.15,0.0,4.72,2.36,2.0,0:12:43,0.0,0.0,11.79,14.15,0.0,4.72,2.36,,,,,,,F,6,4,50,94,43,90,1,92,13,12,50,89,44,92,4,91,39.4,61.0,45.88,41.6,62.333333333333336,47.81999999999999
Artem Zub,OTT,,,56,0:20:37,0.1,0.57,2.96,2.96,6.13,1.77,0.0,6.0,0:20:39,0.0,0.48,1.94,2.9,7.26,1.94,0.0,,,,,,,D,34,45,50,33,48,47,82,62,28,44,50,23,47,53,86,73,42.0,63.66666666666666,48.5,38.4,70.66666666666667,48.08
Callahan Burke,VGK,,,7,0:10:50,0.79,0.0,9.49,0.0,2.37,1.58,0.79,,,,,,,,,,,,,,,,F,62,4,50,86,25,1,59,54,50,50,50,50,50,50,50,50,45.4,38.0,43.18,50.0,50.0,50.0
Bobby McMann,TOR,,,74,0:14:29,1.12,0.78,9.45,7.61,1.29,1.51,0.22,7.0,0:13:34,0.0,0.63,8.21,12.0,1.26,4.42,0.0,74.0,0:01:12,4.05,,,,F,81,47,52,86,16,71,24,52,13,41,50,70,15,89,37,90,56.4,49.0,54.17999999999999,37.8,72.0,48.06
Jeff Malott,L.A,,,12,0:10:16,0.0,0.49,6.33,9.25,3.41,3.41,0.49,7.0,0:10:59,0.0,0.78,7.02,8.58,1.56,1.56,0.78,,,,,,,F,6,27,50,58,20,78,81,84,13,48,50,60,27,80,46,63,32.2,81.0,46.84,39.6,63.0,46.62
Mikael Pyyhtia,CBJ,,,47,0:12:05,0.42,0.32,3.38,2.64,4.11,0.63,0.21,,,,,,,,,,,,,,,,F,33,17,50,14,16,27,89,25,50,50,50,50,50,50,50,50,26.0,47.0,32.3,50.0,50.0,50.0
Matt Rempe,NYR,,,42,0:08:30,0.5,0.84,5.04,19.65,2.35,11.25,0.34,6.0,0:11:39,0.86,1.72,4.29,12.01,2.57,3.43,0.0,,,,,,,F,40,51,50,39,18,96,58,99,59,78,50,26,15,89,69,85,39.6,84.33333333333333,53.02,45.6,81.0,56.22
Ilya Solovyov,CGY,,,5,0:15:40,0.0,0.77,4.59,9.19,6.13,1.53,0.0,,,,,,,,,,,,,,,,D,16,63,50,69,48,94,82,55,50,50,50,50,50,50,50,50,49.2,77.0,57.53999999999999,50.0,50.0,50.0
Yegor Chinakhov,CBJ,,,30,0:15:43,0.89,1.02,8.65,5.98,1.27,0.51,0.0,1.0,0:11:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0:01:59,5.02,,,,F,69,62,67,81,13,60,23,21,13,12,50,1,15,3,4,19,58.4,34.666666666666664,51.28,18.2,8.666666666666666,15.339999999999998
Emil Heineman,MTL,Autodraft Anomalies,LW;RW,62,0:11:23,0.85,0.68,5.44,14.44,2.04,1.7,0.08,2.0,0:11:25,0.0,0.0,2.63,15.75,2.63,0.0,0.0,62.0,0:01:01,4.72,,,,F,66,40,63,45,14,91,49,57,13,12,50,8,15,93,70,19,45.6,65.66666666666667,51.62,19.6,60.66666666666666,31.92
Adam Wilsby,NSH,,,23,0:18:05,0.14,0.58,4.76,2.59,2.45,0.86,0.0,,,,,,,,,,,,,,,,D,41,46,50,72,48,40,11,33,50,50,50,50,50,50,50,50,51.4,28.0,44.38,50.0,50.0,50.0
Nils Aman,VAN,,,19,0:10:29,0.3,1.51,2.41,6.63,0.6,0.6,8.43,,,,,,,,,,,,,,,,F,24,83,50,5,74,65,6,24,50,50,50,50,50,50,50,50,47.2,31.666666666666668,42.54,50.0,50.0,50.0
Chase Bradley,COL,,,2,0:05:34,0.0,0.0,0.0,5.38,5.38,0.0,0.0,,,,,,,,,,,,,,,,F,6,4,50,1,13,56,96,7,50,50,50,50,50,50,50,50,14.8,53.0,26.26,50.0,50.0,50.0
Mason Lohrei,BOS,,,77,0:19:31,0.2,1.12,3.67,1.0,4.11,0.64,0.0,7.0,0:20:21,0.0,0.84,3.79,1.68,3.79,0.0,0.0,77.0,0:02:07,5.86,7.0,0:02:09,3.99,D,53,84,76,50,48,10,47,25,28,64,60,57,47,32,52,17,62.2,27.33333333333333,51.74,51.2,33.666666666666664,45.94
Matthew Kessel,STL,,,29,0:13:08,0.0,0.47,2.68,3.31,3.62,1.57,0.0,,,,,,,,,,,,,,,,D,16,36,50,26,48,53,36,56,50,50,50,50,50,50,50,50,35.2,48.333333333333336,39.14,50.0,50.0,50.0
Josh Dunne,BUF,,,2,0:07:05,0.0,0.0,4.23,21.15,8.46,21.15,8.46,,,,,,,,,,,,,,,,F,6,4,50,26,74,96,99,99,50,50,50,50,50,50,50,50,32.0,98.0,51.8,50.0,50.0,50.0
Daniil Miromanov,CGY,,,44,0:17:40,0.15,0.54,4.01,1.54,4.24,0.93,0.0,1.0,0:20:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,D,43,43,50,58,48,20,50,35,28,13,50,1,47,3,1,17,48.4,35.0,44.38,27.8,7.0,21.56
Alex Steeves,TOR,,,7,0:09:53,0.87,0.87,6.07,16.47,0.87,0.0,0.0,,,,,,,,,,,,,,,,F,68,53,50,54,13,93,11,7,50,50,50,50,50,50,50,50,47.6,37.0,44.42,50.0,50.0,50.0
Mike Hardman,N.J,,,2,0:09:02,0.0,3.32,6.64,13.27,9.95,0.0,0.0,,,,,,,,,,,,,,,,F,6,99,50,62,13,89,99,7,50,50,50,50,50,50,50,50,46.0,65.0,51.7,50.0,50.0,50.0
Matt Kiersted,FLA,,,2,0:12:40,0.0,2.37,0.0,7.1,2.37,4.73,0.0,2.0,0:12:40,0.0,2.37,0.0,7.1,2.37,4.73,0.0,,,,,,,D,16,99,50,1,48,88,10,95,28,96,50,1,47,88,26,94,42.8,64.33333333333333,49.25999999999999,44.4,69.33333333333333,51.88
Walker Duehr,"CGY, S.J",,,24,0:08:48,0.57,0.28,4.26,13.91,4.26,0.0,0.28,,,,,,,,,,,,,,,,F,46,15,50,26,17,90,91,7,50,50,50,50,50,50,50,50,30.8,62.66666666666666,40.36,50.0,50.0,50.0
J.J. Moser,T.B,,,54,0:18:51,0.12,0.71,2.83,2.0,4.13,1.3,0.0,7.0,0:17:14,0.0,0.5,2.49,0.5,5.97,0.99,0.0,,,,,,,D,37,58,50,30,48,29,48,48,28,45,50,33,47,9,78,51,44.6,41.66666666666666,43.72,40.6,46.0,42.22
Josh Doan,UTA,Boats and Ahos,LW;RW,51,0:13:31,0.61,1.04,7.66,3.92,1.22,0.7,3.05,7.0,0:13:06,1.31,1.31,13.08,3.27,0.0,0.0,2.62,51.0,0:01:24,3.34,,,,F,49,63,39,73,49,41,21,27,76,67,50,92,46,45,4,19,54.6,29.666666666666668,47.12,66.2,22.666666666666668,53.13999999999999
Kent Johnson,CBJ,,,68,0:17:17,1.22,1.68,6.28,0.15,1.48,0.82,0.0,7.0,0:16:01,1.07,2.67,8.55,0.0,1.07,0.0,0.0,68.0,0:02:32,5.2,7.0,0:01:36,10.64,F,84,87,69,57,13,2,30,31,68,91,85,73,15,3,32,19,62.0,21.0,49.7,66.4,18.0,51.88
Dylan Duke,T.B,,,2,0:07:51,3.82,0.0,3.82,19.09,0.0,0.0,0.0,,,,,,,,,,,,,,,,F,99,4,50,20,13,95,1,7,50,50,50,50,50,50,50,50,37.2,34.333333333333336,36.34,50.0,50.0,50.0
Matty Beniers,SEA,,,82,0:18:41,0.78,0.9,5.76,1.64,3.01,0.55,22.28,7.0,0:18:56,0.9,0.0,4.98,1.81,5.88,0.0,19.0,82.0,0:02:26,2.7,7.0,0:01:59,4.32,F,62,55,27,50,91,14,74,22,61,12,61,35,87,27,95,19,57.0,36.66666666666666,50.9,51.2,47.0,49.94
Scott Morrow,CAR,,,14,0:15:47,0.27,1.36,6.24,0.81,4.34,0.0,0.0,6.0,0:17:15,0.0,1.16,5.22,1.16,4.64,0.0,0.0,,,,,,,D,66,92,50,88,48,8,52,6,28,77,50,75,47,22,64,17,68.8,22.0,54.76,55.4,34.333333333333336,49.08
William Eklund,S.J,,,77,0:19:33,0.68,1.63,6.02,2.15,1.83,1.16,0.44,7.0,0:19:22,0.0,1.33,7.08,2.21,2.21,3.1,0.44,77.0,0:02:42,4.61,7.0,0:02:15,0.0,F,54,86,61,53,20,21,42,42,13,68,9,60,22,32,62,83,54.8,35.0,48.85999999999999,34.4,59.0,41.78
Owen Power,BUF,,,79,0:21:18,0.25,1.18,4.95,0.93,3.88,0.57,0.0,4.0,0:18:28,0.0,0.81,4.06,0.81,1.62,1.62,0.0,79.0,0:01:36,2.84,,,,D,63,86,31,74,48,9,42,22,28,63,50,61,47,15,13,67,60.4,24.33333333333333,49.57999999999999,49.8,31.666666666666668,44.35999999999999
Matt Coronato,CGY,,,77,0:17:34,1.06,1.02,7.98,1.6,1.64,1.11,3.01,7.0,0:18:34,1.85,1.85,9.23,0.46,1.38,0.0,2.77,77.0,0:02:29,5.33,7.0,0:02:42,9.52,F,78,62,70,76,48,14,35,41,87,81,83,77,47,8,41,19,66.8,30.0,55.76,75.0,22.666666666666668,59.3
Luke Hughes,N.J,P Diddlers,D,71,0:21:09,0.28,1.48,4.83,0.76,2.4,0.64,0.0,6.0,0:23:09,0.43,1.73,7.77,0.43,0.86,0.0,0.0,71.0,0:01:38,8.22,6.0,0:02:28,8.11,D,68,94,91,73,48,7,11,25,80,90,81,90,47,8,4,17,74.8,14.333333333333334,56.65999999999999,77.6,9.666666666666666,57.21999999999999
Aatu Raty,VAN,,,33,0:10:39,1.19,0.68,5.8,13.65,1.19,2.39,32.59,7.0,0:12:55,1.33,1.33,7.96,13.26,0.66,2.65,33.81,,,,,,,F,83,40,50,50,95,90,20,71,76,68,50,68,93,90,19,79,63.6,60.333333333333336,62.62,71.0,62.66666666666666,68.5
Dylan Guenther,UTA,Trocheck Backcheck Paycheque,LW;RW,70,0:16:59,1.36,1.66,10.29,2.67,2.12,1.31,0.5,7.0,0:18:37,0.46,3.22,9.21,2.3,1.38,0.92,0.92,70.0,0:03:22,7.36,7.0,0:03:41,11.61,F,89,87,87,89,21,27,52,47,38,95,87,77,29,33,41,48,74.6,42.0,64.82,65.2,40.66666666666666,57.84
Nolan Allan,CHI,,,43,0:15:07,0.09,0.65,1.57,5.63,4.43,1.48,0.0,,,,,,,,,,,,,,,,D,32,53,50,6,48,80,54,54,50,50,50,50,50,50,50,50,37.8,62.66666666666666,45.25999999999999,50.0,50.0,50.0
Logan Stankoven,"CAR, DAL",robert's Fabulous Team,C;RW,78,0:15:05,0.71,1.22,9.89,2.45,1.68,0.92,4.43,,,,,,,,,,78.0,0:01:48,3.4,,,,F,57,72,40,88,58,24,37,35,50,50,50,50,50,50,50,50,63.0,32.0,53.7,50.0,50.0,50.0
Colton Dach,CHI,Bar Down Beauties,C;LW,25,0:12:07,0.4,0.99,5.34,17.02,2.37,3.36,1.39,,,,,,,,,,,,,,,,F,32,60,50,43,32,94,59,84,50,50,50,50,50,50,50,50,43.4,79.0,54.08,50.0,50.0,50.0
